cod_loja;faturamento
3533;143232.765625
3539;145159.109375
3549;196948.828125
3552;92571.125
3557;71299.9609375
3559;117055.3515625
3565;110038.0234375
3566;99459.8203125
3568;115173.1171875
3592;173719.640625
3593;166381.921875
3598;138585.5625
3599;175092.203125
3605;162351.75
3608;140227.359375
3617;127530.3359375
3621;166298.9375
3626;161871.375
3627;60999.19921875
3636;137555.921875
3644;116523.2109375
3650;65787.3125
3661;69062.3984375
3667;99996.9453125
3672;92724.9140625
3674;207795.640625
3675;107988.0859375
3684;67799.5625
