cod_loja;faturamento
1151;45411.73634444447
1153;122369.25007777766
1156;159568.10702222213
1164;95498.20455555542
1173;44708.97093333333
1175;54366.18881111112
1180;58073.30258888891
1186;134508.16871111118
1196;135595.75080000004
1199;88456.1831666667
1208;147862.9498000001
1213;89142.14119999991
1226;48377.37057777776
1234;152699.73686666662
1246;124142.02831111108
1247;162686.1141888889
1254;115957.54945555543
1267;157393.17628888876
1274;57171.515577777776
1279;47310.45277777779
1283;47425.88074444446
1287;49038.64851111113
1292;60977.340288888874
1298;204643.83144444437
1308;84889.90506666662
1314;124134.89452222227
1317;241016.9932444445
1321;55451.50490000001
1322;145118.990088889
1334;145031.87033333347
1335;76306.42458888894
1359;123359.76175555552
1360;102138.30944444447
1361;79056.34731111099
1374;175509.81655555542
1382;41509.09906666671
1384;48992.22605555556
1385;39974.16048888889
1390;131445.27804444448
1396;202794.78880000013
1398;42870.29022222221
1403;77364.7322222222
1415;44364.84547777776
1418;174239.68205555558
1419;105813.5825111108
1421;183121.43347777784
1422;86427.73341111117
1447;45420.280122222255
1448;120961.82121111105
1452;100826.31434444415
1460;63094.00913333334
1461;103513.03561111109
1462;171788.23676666664
1485;124214.08488888881
1499;133281.63087777785
1500;89641.69225555552
1502;116137.19991111099
1503;38069.79535555553
1507;109344.06806666659
1510;74824.39662222221
1518;264329.9456333333
1523;121341.60323333326
1524;84563.34248888887
1527;117427.20325555546
1531;103971.07097777777
1551;143258.4518666667
1563;39164.05896666665
1568;55596.94953333334
1569;148508.023311111
1570;154229.3352999999
1574;153133.51899999997
1580;124025.25987777773
1595;65449.871311111085
1598;36154.23131111111
1602;39112.54274444444
1605;140141.38314444452
1613;34157.70212222226
1623;99751.47487777768
1624;65187.27956666669
1626;107198.65875555568
1632;42611.16096666662
1667;68673.43286666668
1669;53295.84506666663
1674;116410.531711111
1685;40323.69208888895
1686;280203.0182444444
1696;306577.3115333332
1708;32184.98675555555
1724;68381.3797
1732;125819.70595555555
1734;194227.7871666672
1743;83284.60155555548
1752;109654.5230888889
1754;113420.32199999997
1757;143869.3801555557
1760;151780.4041444444
1768;118293.05645555556
1774;65698.1367666666
1787;133664.5149222221
1788;62919.791333333356
1789;120344.0185555555
1794;33321.843088888876
1795;43635.0807888889
1799;183728.4925333331
1808;48708.30756666666
1809;121388.59165555553
1811;128633.14889999997
1819;159644.79636666676
1824;29798.587344444426
1835;74190.24907777773
1842;244913.1720777776
1843;39973.342344444456
1851;41498.914855555566
1853;121791.31303333332
1858;74086.60527777772
1861;92206.23253333346
1862;60033.271911111115
1863;171016.77568888888
1869;48918.96958888895
1872;113318.23997777769
1874;126219.3097
1882;30963.52174444441
1885;116384.28182222223
1890;110611.14195555537
1896;97904.24694444444
1899;37665.45984444447
1901;106876.26349999994
1918;232339.21204444452
1919;94321.43578888895
1927;161864.9462888888
1930;106172.20302222215
1933;72206.33605555557
1944;108149.70568888886
1949;143139.28462222213
1982;176117.98356666672
1984;123917.30041111125
1986;111376.81574444433
1990;49621.54565555553
1992;92027.86408888886
2009;128522.73932222219
2015;105523.66285555542
2018;40873.578466666666
2020;161420.8138333333
2028;140958.44508888907
2040;73026.21956666665
2046;164602.83073333325
2050;125926.30604444451
2066;40212.46822222224
2068;35431.66344444443
2070;309552.1189555554
2072;157805.65788888876
2074;37339.62667777782
2091;38071.36496666668
2096;114223.52607777767
2111;239705.74864444428
2116;110741.47934444441
2120;83486.80001111115
2121;173199.57016666644
2128;44294.91288888893
2132;345659.1708555559
2136;335461.3104555553
2139;151962.2008555557
2152;202303.60077777738
2153;107454.00505555545
2163;143816.84588888867
2165;184505.87462222227
2166;382068.9868333333
2171;191405.3626
2173;120950.32942222226
2177;227475.4752000001
2181;122114.01206666669
2193;168473.15728888867
2195;183204.3304777774
2201;122502.14428888886
2207;147972.0549999999
2223;92984.89445555567
2236;141775.87038888907
2240;51585.114066666654
2241;102253.90578888894
2250;161129.2775777777
2262;74440.1274666667
2277;122430.48956666658
2283;33933.96126666667
2284;158599.2588777777
2294;111939.66827777766
2296;96145.47958888895
2306;71581.7052666667
2321;211220.0294444445
2334;49844.56383333332
2337;38480.343322222194
2341;59455.38011111118
2347;195695.38447777738
2367;40262.048122222244
2368;138859.41972222217
2376;213850.7585222222
2379;33488.606466666686
2380;105672.3651999999
2382;157378.44977777769
2386;115444.39494444443
2388;76559.18728888889
2390;119607.07216666666
2403;146728.34174444433
2410;69471.40347777779
2416;42013.01584444448
2420;100491.98065555561
2423;87328.75416666664
2426;221700.76673333338
2436;40847.16797777778
2451;46893.91155555556
2452;93270.38883333326
2454;50634.30906666667
2461;152986.89521111103
2463;191511.28146666658
2464;68027.16086666669
2469;39467.03766666666
3390;135032.0104777777
2481;102966.3001555555
2487;98369.52673333324
2488;116720.57413333328
2494;120343.5883
2504;154635.13039999994
2513;99253.85204444446
2527;29756.644122222224
2535;139634.37581111112
2537;196271.8071555555
2543;30454.519377777815
2550;91847.55534444435
2562;112959.83263333344
2564;45520.05182222224
2579;86214.5491444445
2580;39260.94413333323
2585;41301.417099999984
2594;110884.65185555536
2596;141792.2649222222
2604;61584.8365444445
2613;42805.8620666667
2637;108261.16831111105
2646;60732.47858888895
2649;65781.8492111111
2650;37716.47566666666
2651;61682.30388888889
2652;158656.73361111103
2655;52328.46737777779
2665;26528.679477777787
2667;94991.39702222213
2673;166428.23454444428
2688;194518.38849999997
2689;155577.56538888885
2700;106025.50829999999
2702;43024.98137777775
2704;93522.7697555555
2705;39195.84498888882
2708;73682.71630000004
2724;116021.18594444451
2730;29683.143077777768
2733;115954.4457
2741;40837.48867777781
2745;53193.10304444441
2746;45138.28872222224
2748;27625.729166666675
2752;34356.44820000002
2755;103582.49928888888
2757;96273.57904444441
2761;120067.24533333346
2763;84583.5712777778
2774;33048.8161222222
2779;208363.93644444444
2792;42776.09017777773
2801;275055.47056666686
2815;72730.40844444442
2822;153013.40698888898
2828;85465.46085555549
2840;177327.10479999983
2847;36245.10588888888
2855;95385.77312222224
2860;106983.27685555552
2867;131685.74867777777
2877;121259.54894444428
2889;43651.33651111108
2894;70601.4186111111
2910;121091.04162222236
2929;33332.52431111111
2932;105850.19756666676
2934;92105.71064444447
2945;89540.81983333325
2950;100197.12279999997
2954;39481.541399999966
2958;37274.49815555561
2966;164310.18676666656
2976;146260.2646888889
2984;156440.0686999998
2992;25728.913500000013
3004;359980.78464444465
3008;213139.29698888864
3033;199952.96267777772
3054;47597.75201111109
3057;73536.19535555551
3069;111186.65773333331
3082;132667.31040000007
3086;35359.56123333334
3096;132098.92294444444
3098;87634.39647777773
3103;91510.00861111101
3109;32277.74287777781
3114;95797.83745555555
3115;121157.08502222225
3121;149494.46469999998
3138;42403.46838888886
3156;151068.38964444445
3164;120549.62744444441
3168;34024.18857777776
3169;104835.69464444443
3182;45455.0515222222
3186;185557.6330999999
3197;40951.040577777814
3199;34900.203288888886
3200;44462.23476666669
3206;39081.63537777783
3208;177299.78154444424
3213;116618.80024444444
3236;120218.31433333324
3243;115750.48031111095
3251;29735.848488888852
3252;153915.80222222206
3261;154286.31104444436
3263;145042.75056666668
3274;92833.26833333321
3284;107965.21852222217
3285;79001.93743333331
3287;84844.1758777778
3294;67234.97274444452
3301;91094.69599999995
3307;144980.2770333333
3310;28981.81902222222
3316;168149.9451333331
3323;33492.02068888886
3326;41080.12788888892
3340;115733.93317777786
3344;45848.240477777814
3353;165153.127188889
3359;40290.953677777776
3367;74812.80044444445
3368;40822.25380000004
3371;56487.52819999998
3383;115996.24180000006
3389;83324.02203333328
3394;115672.09364444447
3396;413886.23815555545
3406;42427.35915555556
3415;93921.74751111114
3416;215925.39411111115
3426;119531.33231111115
3432;91025.74187777769
3433;100335.3463666666
3436;104620.7761888888
3450;201049.8358333333
3457;52673.69556666664
3464;80859.9026888889
3472;152251.83615555544
3475;194661.8762444442
3478;53863.05272222219
3480;173462.59001111088
3484;87762.73461111111
3493;95948.17356666665
3512;129494.46800000011
3533;118921.6751666667
3539;67519.08153333326
3549;195106.09522222224
3552;84075.86327777778
3557;69075.02277777779
3559;105979.04034444445
3565;81670.2653777778
3566;75702.21881111122
3568;81036.60842222224
3592;124247.38171111101
3593;143179.1722888888
3598;118510.99016666657
3599;137071.38648888882
3605;152403.19405555548
3608;126832.23037777777
3617;133429.02282222235
3621;157124.6993444443
3626;172562.57823333307
3627;28847.898866666616
3636;80604.94944444449
3644;85745.15685555548
3650;41255.90902222218
3661;50279.2293888889
3667;102795.63167777778
3672;111936.47763333324
3674;219579.1954333334
3675;87255.84692222218
3684;77546.16553333332
