cod_loja;faturamento
1787;158252.6875
1788;55571.92578125
1789;108288.7890625
1794;75554.7734375
1795;46377.27734375
1799;163441.296875
1808;56058.91796875
1809;154519.578125
1811;149176.109375
1819;180159.75
1824;68315.1640625
1835;83297.1875
1842;237782.703125
1843;60564.86328125
1851;51314.97265625
1853;149464.0625
1858;85186.625
1861;101666.8046875
1862;73996.6484375
1863;192120.8125
1869;54502.5625
1872;124828.6640625
1874;97613.3671875
1882;57799.078125
1885;139932.828125
1890;111049.90625
1896;81780.5234375
1899;56241.8125
1901;65703.875
1918;203076.0625
1919;117806.1640625
1927;182927.25
1930;81737.625
1933;77305.5078125
1944;111645.8046875
1949;125300.15625
1982;185975.734375
1984;110667.4921875
1986;112981.7890625
1990;47601.23828125
1992;70099.0234375
2009;146765.9375
2015;128821.8671875
2018;66440.828125
2020;152428.3125
2028;152852.5
2040;77359.921875
2046;132501.25
2050;101974.3515625
2066;69165.6171875
2068;46833.03125
2070;284517.75
2072;141614.921875
2074;56994.13671875
2091;58397.55078125
2096;90377.0625
2111;226545.078125
2116;130506.6484375
2120;76408.0390625
2121;238873.3125
2128;73089.3515625
2132;386549.46875
2136;314954.03125
2139;219027.453125
2152;209935.859375
2153;103078.25
2163;207993.171875
2165;223567.046875
2166;331543.09375
2171;255627.640625
2173;158659.359375
2177;280340.53125
2181;156654.4375
2193;156702.8125
2195;181277.921875
2201;149012.8125
2207;142557.578125
2223;66360.4921875
2236;160590.25
2240;47521.98046875
2241;95916.5
2250;154483.765625
2262;68067.5
2277;110324.375
2283;67423.4765625
2284;184109.921875
2294;136707.265625
2296;71911.9296875
2306;79445.875
2321;237995.265625
2334;76785.5390625
2337;77982.6328125
2341;80966.0859375
2347;146521.53125
2367;60999.265625
2368;121063.1484375
2376;227082.125
2379;52227.70703125
2380;109132.6640625
2382;143687.90625
2386;106589.6015625
2388;89297.28125
2390;125689.3671875
2403;184285.9375
2410;73040.6796875
2416;76062.5703125
2420;89006.0625
2423;67078.9609375
2426;244236.5
2436;49094.59375
2451;73005.8828125
2452;103974.7109375
2454;72476.0390625
2461;180781.859375
2463;200588.359375
2464;86618.59375
2469;56050.75
3390;154743.375
2481;96823.0625
2487;164715.203125
2488;110109.84375
2494;189638.640625
2504;255783.375
2513;76066.4296875
2527;48850.46875
2535;110893.28125
2537;228560.890625
2543;54218.76171875
2550;124497.7890625
2562;94395.9140625
2564;52854.62890625
2579;112399.3984375
2580;71816.46875
2585;64241.86328125
2594;110238.15625
2596;147413.296875
2604;65731.6796875
2613;48867.15234375
2637;131815.578125
2646;58214.921875
2649;71264.9921875
2650;65712.0
2651;73843.3828125
2652;166072.734375
2655;58337.07421875
2665;46214.57421875
2667;111882.4453125
2673;227043.328125
2688;212088.3125
2689;145381.671875
2700;121605.2109375
2702;64827.73828125
2704;77977.0859375
2705;56248.75
2708;124375.4375
2724;99142.2890625
2730;63013.23046875
2733;99761.5078125
2741;62112.56640625
2745;60070.203125
2746;66495.8046875
2748;59892.01171875
2752;57944.34375
2755;135081.5625
2757;141260.453125
2761;112087.0
2763;73318.3359375
2774;78676.78125
2779;192243.828125
2792;71460.0078125
2801;260223.421875
2815;79947.7734375
2822;128943.875
2828;92642.8125
2840;208671.828125
2847;57522.25
2855;92962.09375
2860;98089.2578125
2867;180021.234375
2877;150184.6875
2889;69553.3203125
2894;86264.6328125
2910;119753.5859375
2929;47403.64453125
2932;114759.75
2934;104763.1171875
2945;116333.6796875
2950;89464.5234375
2954;66033.3203125
2958;71290.2734375
2966;163172.25
2976;173546.734375
2984;224519.484375
2992;43471.55078125
3004;342958.78125
3008;184718.375
3033;217166.8125
3054;45891.35546875
3057;90052.3046875
3069;122778.75
3082;207392.953125
3086;77998.9296875
3096;130171.6640625
3098;93598.6640625
3103;84505.984375
3109;47302.02734375
3114;107634.4296875
3115;128526.75
3121;129106.1875
3138;52008.15625
3156;115169.7109375
3164;110007.125
3168;45520.73046875
3169;110059.1328125
3182;60665.86328125
3186;218453.953125
3197;59709.21484375
3199;55948.03125
3200;59643.83984375
3206;56297.36328125
3208;248589.546875
3213;110705.8046875
3236;108988.7265625
3243;108729.3203125
3251;38847.64453125
3252;147089.0625
3261;237557.3125
3263;146550.796875
3274;110917.3125
3284;148003.484375
3285;76309.3203125
3287;111020.3125
3294;72876.1640625
3301;96899.625
3307;130945.4296875
3310;55368.94921875
3316;180464.125
3323;70776.8046875
3326;70553.1328125
3340;121053.0390625
3344;88163.3125
3353;169850.3125
3359;66527.6484375
3367;56724.98828125
3368;53431.61328125
3371;68980.1171875
3383;101857.4140625
3389;68626.625
3394;112927.6484375
3396;296303.65625
3406;59498.41796875
3415;82694.71875
3416;204886.609375
3426;122980.5390625
3432;75576.8984375
3433;90142.3359375
3436;90755.3671875
3450;226201.015625
3457;60581.89453125
3464;106031.28125
3472;120382.25
3475;197580.234375
3478;57710.32421875
3480;171412.203125
3484;76610.3984375
3493;91523.375
3512;140458.75
3533;131984.953125
3539;102673.8515625
3549;165699.453125
3552;74979.3671875
3557;55210.23828125
3559;107185.7734375
3565;98611.9765625
3566;76702.2734375
3568;100593.7578125
3592;219358.625
3593;155490.390625
3598;158981.3125
3599;185926.609375
3605;152994.3125
3608;127364.1953125
3617;112434.5390625
3621;173314.046875
3626;179106.703125
3627;59527.921875
3636;98479.7265625
3644;112503.9609375
3650;47913.81640625
3661;74414.5
3667;107766.5234375
3672;94666.4765625
3674;211900.234375
3675;120717.4140625
3684;78472.9453125
