receita,cod_ap,cod_municipio,feature_03,feature_04,feature_06,feature_07,feature_08,feature_09,feature_10,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18
123529.62999999999,3500105003002,3500105,0,48.63,10,0.229763458681685,0.21513056751749102,17.75381067,2.85322985619722,100.0,58.1,100.0,100.0,43.6,72.6
125166.99333333333,3500105003002,3500105,0,48.63,10,0.229763458681685,0.21513056751749102,17.75381067,2.85322985619722,100.0,58.1,100.0,100.0,43.6,72.6
120680.09000000001,3525300003004,3525300,0,53.85,22,0.15742464117478502,0.155198700948254,69.01192671,2.7916780078585695,100.0,69.1,100.0,100.0,42.9,74.0
115109.41333333333,3525300003004,3525300,0,53.85,22,0.15742464117478502,0.155198700948254,69.01192671,2.7916780078585695,100.0,69.1,100.0,100.0,42.9,74.0
122907.77666666666,3507506003001,3507506,0,52.75,10,0.165469467884666,0.153727633690906,73.75953977,2.86773298538173,100.0,74.5,100.0,100.0,92.1,93.1
103730.81000000001,3507506003001,3507506,0,52.75,10,0.165469467884666,0.153727633690906,73.75953977,2.86773298538173,100.0,74.5,100.0,100.0,92.1,93.1
120129.29333333333,3526704003001,3526704,0,47.38,8,0.16336292178731399,0.15969210353688598,43.38799376,2.0123153700648,100.0,91.9,100.0,100.0,47.0,79.3
117042.74333333333,3526704003001,3526704,0,47.38,8,0.16336292178731399,0.15969210353688598,43.38799376,2.0123153700648,100.0,91.9,100.0,100.0,47.0,79.3
127747.88,3529005005008,3529005,0,46.1,11,0.20066149776019604,0.201697063810708,101.77071788,5.603303362844059,100.0,86.7,100.0,100.0,75.5,88.9
122834.11333333333,3529005005008,3529005,0,46.1,11,0.20066149776019604,0.201697063810708,101.77071788,5.603303362844059,100.0,86.7,100.0,100.0,75.5,88.9
124368.35333333333,3531308003001,3531308,0,61.7,8,0.217695383616102,0.216985312284916,23.60571526,4.04399870592041,100.0,86.9,100.0,100.0,91.05,90.5
127525.99333333333,3531308003001,3531308,0,61.7,8,0.217695383616102,0.216985312284916,23.60571526,4.04399870592041,100.0,86.9,100.0,100.0,91.05,90.5
136066.79333333333,3533502003002,3533502,0,44.2,12,0.24226463026749898,0.24646143616282898,18.27153908,2.52889259793137,100.0,87.5,100.0,100.0,93.5,95.6
136595.09,3533502003002,3533502,0,44.2,12,0.24226463026749898,0.24646143616282898,18.27153908,2.52889259793137,100.0,87.5,100.0,100.0,93.5,95.6
121054.71333333332,3533908003002,3533908,0,36.34,3,0.18463145225373398,0.181666126738905,23.57195451,1.87406296851574,100.0,75.4,0.0,100.0,98.4,92.1
116964.21,3533908003002,3533908,0,36.34,3,0.18463145225373398,0.181666126738905,23.57195451,1.87406296851574,100.0,75.4,0.0,100.0,98.4,92.1
183563.21666666665,3538709005001,3538709,0,42.85,22,0.226762845005806,0.203901727090584,207.51377522,5.620144642086201,87.4,77.2,66.7,100.0,94.7,90.1
168665.29333333333,3538709005001,3538709,0,42.85,22,0.226762845005806,0.203901727090584,207.51377522,5.620144642086201,87.4,77.2,66.7,100.0,94.7,90.1
61451.373333333344,3543402005011,3543402,1,46.69,2,0.19144279720493104,0.18346116273752,344.88946932,4.80247567621109,100.0,86.9,100.0,100.0,91.05,90.5
65186.60333333333,3543402005011,3543402,1,46.69,2,0.19144279720493104,0.18346116273752,344.88946932,4.80247567621109,100.0,86.9,100.0,100.0,91.05,90.5
150135.95333333334,3557105003005,3557105,0,39.26,8,0.214434663070268,0.21756776155306398,46.76668811,5.4777712044523295,100.0,96.6,66.7,100.0,99.2,98.1
155348.82333333333,3557105003005,3557105,0,39.26,8,0.214434663070268,0.21756776155306398,46.76668811,5.4777712044523295,100.0,96.6,66.7,100.0,99.2,98.1
67477.58666666667,3524105003002,3524105,0,46.68,4,0.148790274075698,0.151885629825259,19.12735448,2.43938137288384,100.0,86.9,100.0,100.0,91.05,90.5
85085.94,3524105003002,3524105,0,46.68,4,0.148790274075698,0.151885629825259,19.12735448,2.43938137288384,100.0,86.9,100.0,100.0,91.05,90.5
99232.40000000001,3505906003003,3505906,0,48.62,7,0.145124629749489,0.142508409268664,26.08336673,1.65046460578653,87.2,87.0,0.0,100.0,69.2,78.4
107032.69666666667,3505906003003,3505906,0,48.62,7,0.145124629749489,0.142508409268664,26.08336673,1.65046460578653,87.2,87.0,0.0,100.0,69.2,78.4
271674.99333333323,1400100005013,1400100,0,46.24,7,0.21985304588906102,0.233171305073505,215.88556691,2.18263000679733,100.0,80.6,100.0,100.0,92.8,94.1
248685.2999999999,1400100005013,1400100,0,46.24,7,0.21985304588906102,0.233171305073505,215.88556691,2.18263000679733,100.0,80.6,100.0,100.0,92.8,94.1
363395.2466666664,4314407004014,4314407,0,51.67,32,0.18878349940585998,0.19471789232421696,120.40311983,2.04157224395038,100.0,92.7,100.0,100.0,87.6,94.7
348599.77333333314,4314407004014,4314407,0,51.67,32,0.18878349940585998,0.19471789232421696,120.40311983,2.04157224395038,100.0,92.7,100.0,100.0,87.6,94.7
127227.31333333334,4300406003003,4300406,0,38.65,5,0.13534415197193597,0.139809354799452,24.93925112,1.2739015783640601,100.0,82.2,100.0,100.0,97.4,96.1
141705.67666666667,4300406003003,4300406,0,38.65,5,0.13534415197193597,0.139809354799452,24.93925112,1.2739015783640601,100.0,82.2,100.0,100.0,97.4,96.1
65388.65,4321808003001,4321808,0,23.08,4,0.148146307077701,0.159351286006094,9.16771724,4.08413314274045,89.5,85.4,100.0,100.0,65.1,82.6
60962.083333333336,4321808003001,4321808,0,23.08,4,0.148146307077701,0.159351286006094,9.16771724,4.08413314274045,89.5,85.4,100.0,100.0,65.1,82.6
44973.69666666666,4320701001001,4320701,1,26.94,6,0.172953691320928,0.186006674820383,4.55947378,6.691648822269809,100.0,86.9,100.0,100.0,91.05,90.5
41018.363333333335,4320701001001,4320701,1,26.94,6,0.172953691320928,0.186006674820383,4.55947378,6.691648822269809,100.0,86.9,100.0,100.0,91.05,90.5
67308.11333333333,4322400003003,4322400,0,35.13,7,0.13534415197193597,0.139809354799452,37.16301555,1.54259093573566,100.0,86.9,100.0,100.0,91.05,90.5
68526.94666666666,4322400003003,4322400,0,35.13,7,0.13534415197193597,0.139809354799452,37.16301555,1.54259093573566,100.0,86.9,100.0,100.0,91.05,90.5
406698.6133333331,2211001003012,2211001,0,40.0,12,0.16729067138883802,0.16055741817687602,410.13469953,1.77673542632767,98.1,96.7,100.0,100.0,98.1,98.3
380516.1199999998,2211001003012,2211001,0,40.0,12,0.16729067138883802,0.16055741817687602,410.13469953,1.77673542632767,98.1,96.7,100.0,100.0,98.1,98.3
103831.93999999999,2302800003003,2302800,0,28.9,16,0.13646731910291598,0.12422063170504499,18.40549202,1.29873503207876,100.0,86.9,100.0,100.0,91.05,90.5
87970.76666666666,2302800003003,2302800,0,28.9,16,0.13646731910291598,0.12422063170504499,18.40549202,1.29873503207876,100.0,86.9,100.0,100.0,91.05,90.5
257072.21666666653,5300108005021,5300108,1,80.0,11,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,100.0,92.8,0.0,100.0,99.2,93.6
227602.56333333327,5300108005021,5300108,1,80.0,11,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,100.0,92.8,0.0,100.0,99.2,93.6
118977.13666666667,5300108005004,5300108,1,40.0,4,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,100.0,92.2,100.0,100.0,94.4,96.7
108467.84333333334,5300108005004,5300108,1,40.0,4,0.215966958345941,0.19728680271075,1562.67481722,3.67088303606042,100.0,92.2,100.0,100.0,94.4,96.7
138325.54,3136702005006,3136702,0,37.8,5,0.104638759550524,0.098191378187481,260.19592702,2.70132040541417,100.0,84.4,33.3,100.0,94.4,93.3
122977.05000000003,3136702005006,3136702,0,37.8,5,0.104638759550524,0.098191378187481,260.19592702,2.70132040541417,100.0,84.4,33.3,100.0,94.4,93.3
123860.04999999999,3103504003006,3103504,0,75.3,10,0.146773165485083,0.137831795844566,49.89993954,2.58026783180094,91.0,86.6,33.3,100.0,91.3,90.5
137691.44666666666,3103504003006,3103504,0,75.3,10,0.146773165485083,0.137831795844566,49.89993954,2.58026783180094,91.0,86.6,33.3,100.0,91.3,90.5
149061.94666666666,3151800003004,3151800,0,62.4,6,0.17982119782298397,0.17136031741806898,73.67541079,2.44383755811751,96.9,84.1,100.0,100.0,74.4,87.1
154530.63333333333,3151800003004,3151800,0,62.4,6,0.17982119782298397,0.17136031741806898,73.67541079,2.44383755811751,96.9,84.1,100.0,100.0,74.4,87.1
106222.87666666666,3170107005001,3170107,0,45.15,13,0.12042126080214201,0.12135592423644499,146.74113982,2.7939377759013597,100.0,86.9,100.0,100.0,91.05,90.5
107041.47666666667,3170107005001,3170107,0,45.15,13,0.12042126080214201,0.12135592423644499,146.74113982,2.7939377759013597,100.0,86.9,100.0,100.0,91.05,90.5
70355.38333333333,3143906003004,3143906,0,22.92,3,0.17051013720216301,0.157266064096131,43.2424485,2.79686378341087,100.0,86.9,100.0,100.0,91.05,90.5
74218.84666666666,3143906003004,3143906,0,22.92,3,0.17051013720216301,0.157266064096131,43.2424485,2.79686378341087,100.0,86.9,100.0,100.0,91.05,90.5
134085.3933333333,3139409003003,3139409,0,42.16,11,0.19489815294388899,0.181989580257864,21.03498972,1.15149002809636,100.0,79.4,100.0,100.0,100.0,96.6
142990.1,3139409003003,3139409,0,42.16,11,0.19489815294388899,0.181989580257864,21.03498972,1.15149002809636,100.0,79.4,100.0,100.0,100.0,96.6
185603.2833333333,3168705003003,3168705,0,54.58,12,0.13667902438627802,0.170647028455301,39.95977619,1.14230883461653,100.0,81.9,100.0,100.0,97.6,96.1
156188.30333333334,3168705003003,3168705,0,54.58,12,0.13667902438627802,0.170647028455301,39.95977619,1.14230883461653,100.0,81.9,100.0,100.0,97.6,96.1
146055.71666666665,3170404003004,3170404,0,67.93,8,0.23455370861330302,0.23028970073455302,21.4020779,2.41292361890284,96.9,66.9,33.3,100.0,62.1,75.8
157437.12666666665,3170404003004,3170404,0,67.93,8,0.23455370861330302,0.23028970073455302,21.4020779,2.41292361890284,96.9,66.9,33.3,100.0,62.1,75.8
108419.56,3115300003004,3115300,0,45.5,8,0.132321994729141,0.14267153111389003,26.215262,2.69647166682396,81.6,80.6,100.0,50.0,74.5,75.1
102917.24333333335,3115300003004,3115300,0,45.5,8,0.132321994729141,0.14267153111389003,26.215262,2.69647166682396,81.6,80.6,100.0,50.0,74.5,75.1
79231.98666666668,3113404003003,3113404,0,41.85,3,0.15491490479216,0.144985028825851,23.50227349,2.2030799057081802,79.9,88.8,0.0,50.0,38.3,59.4
79751.67666666668,3113404003003,3113404,0,41.85,3,0.15491490479216,0.144985028825851,23.50227349,2.2030799057081802,79.9,88.8,0.0,50.0,38.3,59.4
67854.61666666665,3104007003004,3104007,0,36.0,4,0.14075690378847902,0.135725150322651,43.63710418,3.9124396017136496,100.0,86.9,100.0,100.0,91.05,90.5
78603.92000000001,3104007003004,3104007,0,36.0,4,0.14075690378847902,0.135725150322651,43.63710418,3.9124396017136496,100.0,86.9,100.0,100.0,91.05,90.5
87680.02333333332,3144300003001,3144300,0,40.8,7,0.235674812853272,0.21514425096561104,12.202455800000001,2.3906858877812,100.0,77.3,66.7,100.0,63.5,82.7
78757.84,3144300003001,3144300,0,40.8,7,0.235674812853272,0.21514425096561104,12.202455800000001,2.3906858877812,100.0,77.3,66.7,100.0,63.5,82.7
128712.76333333332,3122306005001,3122306,0,40.0,6,0.141730364699942,0.137759025489549,101.38795507,2.16592736345994,100.0,86.9,100.0,100.0,91.05,90.5
135483.3966666666,3122306005001,3122306,0,40.0,6,0.141730364699942,0.137759025489549,101.38795507,2.16592736345994,100.0,86.9,100.0,100.0,91.05,90.5
175189.07333333328,3127701005010,3127701,0,43.05,12,0.179198298159682,0.18571914671907,91.33986882,2.5147020257721002,100.0,86.9,100.0,100.0,91.05,90.5
150165.84333333332,3127701005010,3127701,0,43.05,12,0.179198298159682,0.18571914671907,91.33986882,2.5147020257721002,100.0,86.9,100.0,100.0,91.05,90.5
86815.38666666666,3134400003002,3134400,0,34.75,4,0.10999071925894,0.110307113595844,15.95547212,2.6525198938992003,69.6,80.9,100.0,50.0,69.1,70.1
91431.85333333333,3134400003002,3134400,0,34.75,4,0.10999071925894,0.110307113595844,15.95547212,2.6525198938992003,69.6,80.9,100.0,50.0,69.1,70.1
98954.95666666667,3147006003004,3147006,0,39.17,4,0.19919527696089898,0.19662038130280698,25.88832049,2.197150296066,100.0,75.3,100.0,100.0,47.8,76.5
96653.13333333335,3147006003004,3147006,0,39.17,4,0.19919527696089898,0.19662038130280698,25.88832049,2.197150296066,100.0,75.3,100.0,100.0,47.8,76.5
135163.56666666668,3147907003005,3147907,0,51.33,8,0.14426770743240303,0.14621661613949602,48.39503343,4.42000671841021,96.0,94.7,100.0,100.0,100.0,98.1
120278.80999999998,3147907003005,3147907,0,51.33,8,0.14426770743240303,0.14621661613949602,48.39503343,4.42000671841021,96.0,94.7,100.0,100.0,100.0,98.1
90372.84000000001,3167202005009,3167202,0,49.56,6,0.15414754977891798,0.15484235273357902,95.74349095,1.7233431133055,100.0,86.9,100.0,100.0,91.05,90.5
94170.31666666667,3167202005009,3167202,0,49.56,6,0.15414754977891798,0.15484235273357902,95.74349095,1.7233431133055,100.0,86.9,100.0,100.0,91.05,90.5
32083.629999999994,5201108005007,5201108,1,32.0,1,0.17992923349355605,0.17866959160173002,141.9016877,2.182863972103,100.0,86.9,100.0,100.0,91.05,90.5
31923.390000000003,5201108005007,5201108,1,32.0,1,0.17992923349355605,0.17866959160173002,141.9016877,2.182863972103,100.0,86.9,100.0,100.0,91.05,90.5
100411.13666666667,5206206003002,5206206,0,31.3,3,0.207150935969518,0.213091115220355,12.99390822,1.87617260787993,100.0,83.6,66.7,100.0,48.1,77.2
87152.87666666666,5206206003002,5206206,0,31.3,3,0.207150935969518,0.213091115220355,12.99390822,1.87617260787993,100.0,83.6,66.7,100.0,48.1,77.2
89933.50333333331,5205406001001,5205406,0,36.75,3,0.262863038682888,0.263695244420228,8.00862262,4.56433429184353,88.0,68.1,100.0,100.0,89.3,87.8
