cod_loja,mes,ano,receita
1754,1,2016,12007.883366133623
1754,1,2017,10509.757451060332
1754,2,2016,8967.532101626013
1754,2,2017,9242.68582500997
1754,3,2016,10750.59002468121
1754,3,2017,11344.857651515147
1754,4,2016,11333.053852796045
1754,4,2017,10835.708332666947
1754,5,2016,15964.975970636164
1754,5,2017,16666.26661723445
1754,6,2016,12731.702177814004
1754,6,2017,13930.635624750506
1754,7,2016,10571.3813245578
1754,7,2017,10207.54562049639
1754,8,2016,13124.089547492853
1754,8,2017,13916.351215513785
1754,9,2016,10903.224402592139
1754,9,2017,11409.675312000025
1754,10,2016,11836.361973419233
1754,10,2017,11568.393198071477
1754,11,2016,13538.365514883348
1754,11,2017,14118.11575147929
1754,12,2016,28174.635106299236
1754,12,2017,28104.862971043258
1757,1,2016,12007.883366133623
1757,1,2017,10509.757451060332
1757,2,2016,8967.532101626013
1757,2,2017,9242.68582500997
1757,3,2016,10750.59002468121
1757,3,2017,11344.857651515147
1757,4,2016,11333.053852796045
1757,4,2017,10835.708332666947
1757,5,2016,15964.975970636164
1757,5,2017,16666.26661723445
1757,6,2016,12731.702177814004
1757,6,2017,13930.635624750506
1757,7,2016,10571.3813245578
1757,7,2017,10207.54562049639
1757,8,2016,13124.089547492853
1757,8,2017,13916.351215513785
1757,9,2016,10903.224402592139
1757,9,2017,11409.675312000025
1757,10,2016,11836.361973419233
1757,10,2017,11568.393198071477
1757,11,2016,13538.365514883348
1757,11,2017,14118.11575147929
1757,12,2016,28174.635106299236
1757,12,2017,28104.862971043258
1787,1,2016,12007.883366133623
1787,1,2017,10509.757451060332
1787,2,2016,8967.532101626013
1787,2,2017,9242.68582500997
1787,3,2016,10750.59002468121
1787,3,2017,11344.857651515147
1787,4,2016,11333.053852796045
1787,4,2017,10835.708332666947
1787,5,2016,15964.975970636164
1787,5,2017,16666.26661723445
1787,6,2016,12731.702177814004
1787,6,2017,13930.635624750506
1787,7,2016,10571.3813245578
1787,7,2017,10207.54562049639
1787,8,2016,13124.089547492853
1787,8,2017,13916.351215513785
1787,9,2016,10903.224402592139
1787,9,2017,11409.675312000025
1787,10,2016,11836.361973419233
1787,10,2017,11568.393198071477
1787,11,2016,13538.365514883348
1787,11,2017,14118.11575147929
1787,12,2016,28174.635106299236
1787,12,2017,28104.862971043258
1890,1,2016,12007.883366133623
1890,1,2017,10509.757451060332
1890,2,2016,8967.532101626013
1890,2,2017,9242.68582500997
1890,3,2016,10750.59002468121
1890,3,2017,11344.857651515147
1890,4,2016,11333.053852796045
1890,4,2017,10835.708332666947
1890,5,2016,15964.975970636164
1890,5,2017,16666.26661723445
1890,6,2016,12731.702177814004
1890,6,2017,13930.635624750506
1890,7,2016,10571.3813245578
1890,7,2017,10207.54562049639
1890,8,2016,13124.089547492853
1890,8,2017,13916.351215513785
1890,9,2016,10903.224402592139
1890,9,2017,11409.675312000025
1890,10,2016,11836.361973419233
1890,10,2017,11568.393198071477
1890,11,2016,13538.365514883348
1890,11,2017,14118.11575147929
1890,12,2016,28174.635106299236
1890,12,2017,28104.862971043258
1919,1,2016,12007.883366133623
1919,1,2017,10509.757451060332
1919,2,2016,8967.532101626013
1919,2,2017,9242.68582500997
1919,3,2016,10750.59002468121
1919,3,2017,11344.857651515147
1919,4,2016,11333.053852796045
1919,4,2017,10835.708332666947
1919,5,2016,15964.975970636164
1919,5,2017,16666.26661723445
1919,6,2016,12731.702177814004
1919,6,2017,13930.635624750506
1919,7,2016,10571.3813245578
1919,7,2017,10207.54562049639
1919,8,2016,13124.089547492853
1919,8,2017,13916.351215513785
1919,9,2016,10903.224402592139
1919,9,2017,11409.675312000025
1919,10,2016,11836.361973419233
1919,10,2017,11568.393198071477
1919,11,2016,13538.365514883348
1919,11,2017,14118.11575147929
1919,12,2016,28174.635106299236
1919,12,2017,28104.862971043258
2028,1,2016,12007.883366133623
2028,1,2017,10509.757451060332
2028,2,2016,8967.532101626013
2028,2,2017,9242.68582500997
2028,3,2016,10750.59002468121
2028,3,2017,11344.857651515147
2028,4,2016,11333.053852796045
2028,4,2017,10835.708332666947
2028,5,2016,15964.975970636164
2028,5,2017,16666.26661723445
2028,6,2016,12731.702177814004
2028,6,2017,13930.635624750506
2028,7,2016,10571.3813245578
2028,7,2017,10207.54562049639
2028,8,2016,13124.089547492853
2028,8,2017,13916.351215513785
2028,9,2016,10903.224402592139
2028,9,2017,11409.675312000025
2028,10,2016,11836.361973419233
2028,10,2017,11568.393198071477
2028,11,2016,13538.365514883348
2028,11,2017,14118.11575147929
2028,12,2016,28174.635106299236
2028,12,2017,28104.862971043258
2072,1,2016,12007.883366133623
2072,1,2017,10509.757451060332
2072,2,2016,8967.532101626013
2072,2,2017,9242.68582500997
2072,3,2016,10750.59002468121
2072,3,2017,11344.857651515147
2072,4,2016,11333.053852796045
2072,4,2017,10835.708332666947
2072,5,2016,15964.975970636164
2072,5,2017,16666.26661723445
2072,6,2016,12731.702177814004
2072,6,2017,13930.635624750506
2072,7,2016,10571.3813245578
2072,7,2017,10207.54562049639
2072,8,2016,13124.089547492853
2072,8,2017,13916.351215513785
2072,9,2016,10903.224402592139
2072,9,2017,11409.675312000025
2072,10,2016,11836.361973419233
2072,10,2017,11568.393198071477
2072,11,2016,13538.365514883348
2072,11,2017,14118.11575147929
2072,12,2016,28174.635106299236
2072,12,2017,28104.862971043258
2201,1,2016,12007.883366133623
2201,1,2017,10509.757451060332
2201,2,2016,8967.532101626013
2201,2,2017,9242.68582500997
2201,3,2016,10750.59002468121
2201,3,2017,11344.857651515147
2201,4,2016,11333.053852796045
2201,4,2017,10835.708332666947
2201,5,2016,15964.975970636164
2201,5,2017,16666.26661723445
2201,6,2016,12731.702177814004
2201,6,2017,13930.635624750506
2201,7,2016,10571.3813245578
2201,7,2017,10207.54562049639
2201,8,2016,13124.089547492853
2201,8,2017,13916.351215513785
2201,9,2016,10903.224402592139
2201,9,2017,11409.675312000025
2201,10,2016,11836.361973419233
2201,10,2017,11568.393198071477
2201,11,2016,13538.365514883348
2201,11,2017,14118.11575147929
2201,12,2016,28174.635106299236
2201,12,2017,28104.862971043258
2236,1,2016,12007.883366133623
2236,1,2017,10509.757451060332
2236,2,2016,8967.532101626013
2236,2,2017,9242.68582500997
2236,3,2016,10750.59002468121
2236,3,2017,11344.857651515147
2236,4,2016,11333.053852796045
2236,4,2017,10835.708332666947
2236,5,2016,15964.975970636164
2236,5,2017,16666.26661723445
2236,6,2016,12731.702177814004
2236,6,2017,13930.635624750506
2236,7,2016,10571.3813245578
2236,7,2017,10207.54562049639
2236,8,2016,13124.089547492853
2236,8,2017,13916.351215513785
2236,9,2016,10903.224402592139
2236,9,2017,11409.675312000025
2236,10,2016,11836.361973419233
2236,10,2017,11568.393198071477
2236,11,2016,13538.365514883348
2236,11,2017,14118.11575147929
2236,12,2016,28174.635106299236
2236,12,2017,28104.862971043258
2250,1,2016,12007.883366133623
2250,1,2017,10509.757451060332
2250,2,2016,8967.532101626013
2250,2,2017,9242.68582500997
2250,3,2016,10750.59002468121
2250,3,2017,11344.857651515147
2250,4,2016,11333.053852796045
2250,4,2017,10835.708332666947
2250,5,2016,15964.975970636164
2250,5,2017,16666.26661723445
2250,6,2016,12731.702177814004
2250,6,2017,13930.635624750506
2250,7,2016,10571.3813245578
2250,7,2017,10207.54562049639
2250,8,2016,13124.089547492853
2250,8,2017,13916.351215513785
2250,9,2016,10903.224402592139
2250,9,2017,11409.675312000025
2250,10,2016,11836.361973419233
2250,10,2017,11568.393198071477
2250,11,2016,13538.365514883348
2250,11,2017,14118.11575147929
2250,12,2016,28174.635106299236
2250,12,2017,28104.862971043258
2277,1,2016,12007.883366133623
2277,1,2017,10509.757451060332
2277,2,2016,8967.532101626013
2277,2,2017,9242.68582500997
2277,3,2016,10750.59002468121
2277,3,2017,11344.857651515147
2277,4,2016,11333.053852796045
2277,4,2017,10835.708332666947
2277,5,2016,15964.975970636164
2277,5,2017,16666.26661723445
2277,6,2016,12731.702177814004
2277,6,2017,13930.635624750506
2277,7,2016,10571.3813245578
2277,7,2017,10207.54562049639
2277,8,2016,13124.089547492853
2277,8,2017,13916.351215513785
2277,9,2016,10903.224402592139
2277,9,2017,11409.675312000025
2277,10,2016,11836.361973419233
2277,10,2017,11568.393198071477
2277,11,2016,13538.365514883348
2277,11,2017,14118.11575147929
2277,12,2016,28174.635106299236
2277,12,2017,28104.862971043258
2481,1,2016,12007.883366133623
2481,1,2017,10509.757451060332
2481,2,2016,8967.532101626013
2481,2,2017,9242.68582500997
2481,3,2016,10750.59002468121
2481,3,2017,11344.857651515147
2481,4,2016,11333.053852796045
2481,4,2017,10835.708332666947
2481,5,2016,15964.975970636164
2481,5,2017,16666.26661723445
2481,6,2016,12731.702177814004
2481,6,2017,13930.635624750506
2481,7,2016,10571.3813245578
2481,7,2017,10207.54562049639
2481,8,2016,13124.089547492853
2481,8,2017,13916.351215513785
2481,9,2016,10903.224402592139
2481,9,2017,11409.675312000025
2481,10,2016,11836.361973419233
2481,10,2017,11568.393198071477
2481,11,2016,13538.365514883348
2481,11,2017,14118.11575147929
2481,12,2016,28174.635106299236
2481,12,2017,28104.862971043258
2550,1,2016,12007.883366133623
2550,1,2017,10509.757451060332
2550,2,2016,8967.532101626013
2550,2,2017,9242.68582500997
2550,3,2016,10750.59002468121
2550,3,2017,11344.857651515147
2550,4,2016,11333.053852796045
2550,4,2017,10835.708332666947
2550,5,2016,15964.975970636164
2550,5,2017,16666.26661723445
2550,6,2016,12731.702177814004
2550,6,2017,13930.635624750506
2550,7,2016,10571.3813245578
2550,7,2017,10207.54562049639
2550,8,2016,13124.089547492853
2550,8,2017,13916.351215513785
2550,9,2016,10903.224402592139
2550,9,2017,11409.675312000025
2550,10,2016,11836.361973419233
2550,10,2017,11568.393198071477
2550,11,2016,13538.365514883348
2550,11,2017,14118.11575147929
2550,12,2016,28174.635106299236
2550,12,2017,28104.862971043258
2585,1,2016,12007.883366133623
2585,1,2017,10509.757451060332
2585,2,2016,8967.532101626013
2585,2,2017,9242.68582500997
2585,3,2016,10750.59002468121
2585,3,2017,11344.857651515147
2585,4,2016,11333.053852796045
2585,4,2017,10835.708332666947
2585,5,2016,15964.975970636164
2585,5,2017,16666.26661723445
2585,6,2016,12731.702177814004
2585,6,2017,13930.635624750506
2585,7,2016,10571.3813245578
2585,7,2017,10207.54562049639
2585,8,2016,13124.089547492853
2585,8,2017,13916.351215513785
2585,9,2016,10903.224402592139
2585,9,2017,11409.675312000025
2585,10,2016,11836.361973419233
2585,10,2017,11568.393198071477
2585,11,2016,13538.365514883348
2585,11,2017,14118.11575147929
2585,12,2016,28174.635106299236
2585,12,2017,28104.862971043258
2673,1,2016,12007.883366133623
2673,1,2017,10509.757451060332
2673,2,2016,8967.532101626013
2673,2,2017,9242.68582500997
2673,3,2016,10750.59002468121
2673,3,2017,11344.857651515147
2673,4,2016,11333.053852796045
2673,4,2017,10835.708332666947
2673,5,2016,15964.975970636164
2673,5,2017,16666.26661723445
2673,6,2016,12731.702177814004
2673,6,2017,13930.635624750506
2673,7,2016,10571.3813245578
2673,7,2017,10207.54562049639
2673,8,2016,13124.089547492853
2673,8,2017,13916.351215513785
2673,9,2016,10903.224402592139
2673,9,2017,11409.675312000025
2673,10,2016,11836.361973419233
2673,10,2017,11568.393198071477
2673,11,2016,13538.365514883348
2673,11,2017,14118.11575147929
2673,12,2016,28174.635106299236
2673,12,2017,28104.862971043258
2910,1,2016,12007.883366133623
2910,1,2017,10509.757451060332
2910,2,2016,8967.532101626013
2910,2,2017,9242.68582500997
2910,3,2016,10750.59002468121
2910,3,2017,11344.857651515147
2910,4,2016,11333.053852796045
2910,4,2017,10835.708332666947
2910,5,2016,15964.975970636164
2910,5,2017,16666.26661723445
2910,6,2016,12731.702177814004
2910,6,2017,13930.635624750506
2910,7,2016,10571.3813245578
2910,7,2017,10207.54562049639
2910,8,2016,13124.089547492853
2910,8,2017,13916.351215513785
2910,9,2016,10903.224402592139
2910,9,2017,11409.675312000025
2910,10,2016,11836.361973419233
2910,10,2017,11568.393198071477
