"cod_mun","nome_mun","impostos_liq"
"3143153","Monte Formoso (MG)","969"
"3143203","Monte Santo de Minas (MG)","23537"
"3143302","Montes Claros (MG)","1031349"
"3143401","Monte Sião (MG)","38624"
"3143450","Montezuma (MG)","1480"
"3143500","Morada Nova de Minas (MG)","10054"
"3143609","Morro da Garça (MG)","2685"
"3143708","Morro do Pilar (MG)","1198"
"3143807","Munhoz (MG)","6908"
"3143906","Muriaé (MG)","184782"
"3144003","Mutum (MG)","24035"
"3144102","Muzambinho (MG)","33181"
"3144201","Nacip Raydan (MG)","697"
"3144300","Nanuque (MG)","52889"
"3144359","Naque (MG)","3731"
"3144375","Natalândia (MG)","2032"
"3144409","Natércia (MG)","4886"
"3144508","Nazareno (MG)","12057"
"3144607","Nepomuceno (MG)","30532"
"3144656","Ninheira (MG)","2767"
"3144672","Nova Belém (MG)","1084"
"3144706","Nova Era (MG)","26470"
"3144805","Nova Lima (MG)","848495"
"3144904","Nova Módica (MG)","1481"
"3145000","Nova Ponte (MG)","34580"
"3145059","Nova Porteirinha (MG)","4744"
"3145109","Nova Resende (MG)","20913"
"3145208","Nova Serrana (MG)","334510"
"3145307","Novo Cruzeiro (MG)","9709"
"3145356","Novo Oriente de Minas (MG)","3436"
"3145372","Novorizonte (MG)","6675"
"3145406","Olaria (MG)","681"
"3145455","Olhos-d'Água (MG)","3553"
"3145505","Olímpio Noronha (MG)","1695"
"3145604","Oliveira (MG)","84817"
"3145703","Oliveira Fortes (MG)","925"
"3145802","Onça de Pitangui (MG)","2549"
"3145851","Oratórios (MG)","2678"
"3145877","Orizânia (MG)","2976"
"3145901","Ouro Branco (MG)","647846"
"3146008","Ouro Fino (MG)","70347"
"3146107","Ouro Preto (MG)","165596"
"3146206","Ouro Verde de Minas (MG)","1289"
"3146255","Padre Carvalho (MG)","2815"
"3146305","Padre Paraíso (MG)","8246"
"3146404","Paineiras (MG)","3033"
"3146503","Pains (MG)","52843"
"3146552","Pai Pedro (MG)","1069"
"3146602","Paiva (MG)","854"
"3146701","Palma (MG)","2126"
"3146750","Palmópolis (MG)","1195"
"3146909","Papagaios (MG)","25136"
"3147006","Paracatu (MG)","248300"
"3147105","Pará de Minas (MG)","356401"
"3147204","Paraguaçu (MG)","46246"
"3147303","Paraisópolis (MG)","89791"
"3147402","Paraopeba (MG)","69580"
"3147501","Passabém (MG)","695"
"3147600","Passa Quatro (MG)","31760"
"3147709","Passa Tempo (MG)","34146"
"3147808","Passa Vinte (MG)","830"
"3147907","Passos (MG)","218880"
"3147956","Patis (MG)","1354"
"3148004","Patos de Minas (MG)","450898"
"3148103","Patrocínio (MG)","266926"
"3148202","Patrocínio do Muriaé (MG)","5454"
"3148301","Paula Cândido (MG)","5075"
"3148400","Paulistas (MG)","1457"
"3148509","Pavão (MG)","2485"
"3148608","Peçanha (MG)","6917"
"3148707","Pedra Azul (MG)","14644"
"3148756","Pedra Bonita (MG)","1744"
"3148806","Pedra do Anta (MG)","1415"
"3148905","Pedra do Indaiá (MG)","7410"
"3149002","Pedra Dourada (MG)","891"
"3149101","Pedralva (MG)","6521"
"3149150","Pedras de Maria da Cruz (MG)","3485"
"3149200","Pedrinópolis (MG)","7886"
"3149309","Pedro Leopoldo (MG)","211873"
"3149408","Pedro Teixeira (MG)","722"
"3149507","Pequeri (MG)","3453"
"3149606","Pequi (MG)","3195"
"3149705","Perdigão (MG)","22503"
"3149804","Perdizes (MG)","30337"
"3149903","Perdões (MG)","38380"
"3149952","Periquito (MG)","5579"
"3150000","Pescador (MG)","1384"
"3150109","Piau (MG)","1340"
"3150158","Piedade de Caratinga (MG)","3849"
"3150208","Piedade de Ponte Nova (MG)","2375"
"3150307","Piedade do Rio Grande (MG)","3172"
"3150406","Piedade dos Gerais (MG)","3201"
"3150505","Pimenta (MG)","20033"
"3150539","Pingo d'Água (MG)","1055"
"3150570","Pintópolis (MG)","2030"
"3150604","Piracema (MG)","5962"
"3150703","Pirajuba (MG)","24160"
"3150802","Piranga (MG)","6552"
"3150901","Piranguçu (MG)","2789"
"3151008","Piranguinho (MG)","7246"
"3151107","Pirapetinga (MG)","125018"
"3151206","Pirapora (MG)","346655"
"3151305","Piraúba (MG)","12516"
"3151404","Pitangui (MG)","47957"
"3151503","Piumhi (MG)","91420"
"3151602","Planura (MG)","12010"
"3151701","Poço Fundo (MG)","17686"
"3151800","Poços de Caldas (MG)","990785"
"3151909","Pocrane (MG)","6900"
"3152006","Pompéu (MG)","61438"
"3152105","Ponte Nova (MG)","224397"
"3152131","Ponto Chique (MG)","1349"
"3152170","Ponto dos Volantes (MG)","2671"
"3152204","Porteirinha (MG)","16698"
"3152303","Porto Firme (MG)","4001"
"3152402","Poté (MG)","6730"
"3152501","Pouso Alegre (MG)","1245377"
"3152600","Pouso Alto (MG)","15189"
"3152709","Prados (MG)","10569"
"3152808","Prata (MG)","85766"
"3152907","Pratápolis (MG)","8251"
"3153004","Pratinha (MG)","8007"
"3153103","Presidente Bernardes (MG)","1558"
"3153202","Presidente Juscelino (MG)","1773"
"3153301","Presidente Kubitschek (MG)","703"
"3153400","Presidente Olegário (MG)","22153"
"3153509","Alto Jequitibá (MG)","10104"
"3153608","Prudente de Morais (MG)","16272"
"3153707","Quartel Geral (MG)","1958"
"3153806","Queluzito (MG)","967"
"3153905","Raposos (MG)","7295"
"3154002","Raul Soares (MG)","18634"
"3154101","Recreio (MG)","4897"
"3154150","Reduto (MG)","4582"
"3154200","Resende Costa (MG)","8849"
"3154309","Resplendor (MG)","13719"
"3154408","Ressaquinha (MG)","14683"
"3154457","Riachinho (MG)","3095"
"3154507","Riacho dos Machados (MG)","5066"
"3154606","Ribeirão das Neves (MG)","481608"
"3154705","Ribeirão Vermelho (MG)","8506"
"3154804","Rio Acima (MG)","7625"
"3154903","Rio Casca (MG)","10992"
"3155009","Rio Doce (MG)","5988"
"3155108","Rio do Prado (MG)","1188"
"3155207","Rio Espera (MG)","1330"
"3155306","Rio Manso (MG)","6594"
"3155405","Rio Novo (MG)","7154"
"3155504","Rio Paranaíba (MG)","33153"
"3155603","Rio Pardo de Minas (MG)","9860"
"3155702","Rio Piracicaba (MG)","12564"
"3155801","Rio Pomba (MG)","27150"
"3155900","Rio Preto (MG)","1841"
"3156007","Rio Vermelho (MG)","4472"
"3156106","Ritápolis (MG)","2593"
"3156205","Rochedo de Minas (MG)","951"
"3156304","Rodeiro (MG)","56027"
"3156403","Romaria (MG)","6302"
"3156452","Rosário da Limeira (MG)","2073"
"3156502","Rubelita (MG)","2355"
"3156601","Rubim (MG)","2888"
"3156700","Sabará (MG)","213587"
"3156809","Sabinópolis (MG)","8782"
"3156908","Sacramento (MG)","89856"
"3157005","Salinas (MG)","50785"
"3157104","Salto da Divisa (MG)","3836"
"3157203","Santa Bárbara (MG)","46917"
"3157252","Santa Bárbara do Leste (MG)","3845"
"3157278","Santa Bárbara do Monte Verde (MG)","1368"
"3157302","Santa Bárbara do Tugúrio (MG)","3604"
"3157336","Santa Cruz de Minas (MG)","6382"
"3157377","Santa Cruz de Salinas (MG)","1597"
"3157401","Santa Cruz do Escalvado (MG)","5944"
"3157500","Santa Efigênia de Minas (MG)","1153"
"3157609","Santa Fé de Minas (MG)","1029"
"3157658","Santa Helena de Minas (MG)","1348"
"3157708","Santa Juliana (MG)","57241"
"3157807","Santa Luzia (MG)","503649"
"3157906","Santa Margarida (MG)","9336"
"3158003","Santa Maria de Itabira (MG)","14064"
"3158102","Santa Maria do Salto (MG)","1130"
"3158201","Santa Maria do Suaçuí (MG)","6735"
"3158300","Santana da Vargem (MG)","10614"
"3158409","Santana de Cataguases (MG)","1453"
"3158508","Santana de Pirapama (MG)","3366"
"3158607","Santana do Deserto (MG)","1237"
"3158706","Santana do Garambéu (MG)","1032"
"3158805","Santana do Jacaré (MG)","5413"
"3158904","Santana do Manhuaçu (MG)","5075"
"3158953","Santana do Paraíso (MG)","58195"
"3159001","Santana do Riacho (MG)","2782"
"3159100","Santana dos Montes (MG)","1001"
"3159209","Santa Rita de Caldas (MG)","9703"
"3159308","Santa Rita de Jacutinga (MG)","2701"
"3159357","Santa Rita de Minas (MG)","5079"
"3159407","Santa Rita de Ibitipoca (MG)","3146"
"3159506","Santa Rita do Itueto (MG)","3331"
"3159605","Santa Rita do Sapucaí (MG)","319817"
"3159704","Santa Rosa da Serra (MG)","1564"
"3159803","Santa Vitória (MG)","44043"
"3159902","Santo Antônio do Amparo (MG)","15824"
"3160009","Santo Antônio do Aventureiro (MG)","1470"
"3160108","Santo Antônio do Grama (MG)","14224"
"3160207","Santo Antônio do Itambé (MG)","1210"
"3160306","Santo Antônio do Jacinto (MG)","2843"
"3160405","Santo Antônio do Monte (MG)","33245"
"3160454","Santo Antônio do Retiro (MG)","1064"
"3160504","Santo Antônio do Rio Abaixo (MG)","821"
"3160603","Santo Hipólito (MG)","1225"
"3160702","Santos Dumont (MG)","159079"
"3160801","São Bento Abade (MG)","2754"
"3160900","São Brás do Suaçuí (MG)","2342"
"3160959","São Domingos das Dores (MG)","4486"
"3161007","São Domingos do Prata (MG)","21921"
"3161056","São Félix de Minas (MG)","1431"
"3161106","São Francisco (MG)","27172"
"3161205","São Francisco de Paula (MG)","5042"
"3161304","São Francisco de Sales (MG)","6552"
"3161403","São Francisco do Glória (MG)","2932"
"3161502","São Geraldo (MG)","22518"
"3161601","São Geraldo da Piedade (MG)","1301"
"3161650","São Geraldo do Baixio (MG)","1563"
"3161700","São Gonçalo do Abaeté (MG)","18443"
"3161809","São Gonçalo do Pará (MG)","24402"
"3161908","São Gonçalo do Rio Abaixo (MG)","48247"
"3162005","São Gonçalo do Sapucaí (MG)","70008"
"3162104","São Gotardo (MG)","81545"
"3162203","São João Batista do Glória (MG)","6677"
"3162252","São João da Lagoa (MG)","1097"
"3162302","São João da Mata (MG)","2142"
"3162401","São João da Ponte (MG)","10193"
"3162450","São João das Missões (MG)","2330"
"3162500","São João del Rei (MG)","231964"
"3162559","São João do Manhuaçu (MG)","9914"
"3162575","São João do Manteninha (MG)","2337"
"3162609","São João do Oriente (MG)","3799"
"3162658","São João do Pacuí (MG)","888"
"3162708","São João do Paraíso (MG)","8232"
"3162807","São João Evangelista (MG)","10536"
"3162906","São João Nepomuceno (MG)","32230"
"3162922","São Joaquim de Bicas (MG)","76018"
"3162948","São José da Barra (MG)","6539"
"3162955","São José da Lapa (MG)","74421"
"3163003","São José da Safira (MG)","1647"
"3163102","São José da Varginha (MG)","3374"
"3163201","São José do Alegre (MG)","2273"
"3163300","São José do Divino (MG)","1061"
"3163409","São José do Goiabal (MG)","2035"
"3163508","São José do Jacuri (MG)","2566"
"3163607","São José do Mantimento (MG)","919"
"3163706","São Lourenço (MG)","90734"
"3163805","São Miguel do Anta (MG)","3503"
"3163904","São Pedro da União (MG)","4386"
"3164001","São Pedro dos Ferros (MG)","6961"
"3164100","São Pedro do Suaçuí (MG)","3460"
"3164209","São Romão (MG)","7470"
"3164308","São Roque de Minas (MG)","13367"
"3164407","São Sebastião da Bela Vista (MG)","65343"
"3164431","São Sebastião da Vargem Alegre (MG)","1332"
"3164472","São Sebastião do Anta (MG)","1860"
"3164506","São Sebastião do Maranhão (MG)","2276"
"3164605","São Sebastião do Oeste (MG)","30623"
"3164704","São Sebastião do Paraíso (MG)","231138"
"3164803","São Sebastião do Rio Preto (MG)","476"
"3164902","São Sebastião do Rio Verde (MG)","1070"
"3165008","São Tiago (MG)","11648"
"3165107","São Tomás de Aquino (MG)","6794"
"3165206","São Thomé das Letras (MG)","5092"
"3165305","São Vicente de Minas (MG)","15231"
"3165404","Sapucaí-Mirim (MG)","9909"
"3165503","Sardoá (MG)","2700"
"3165537","Sarzedo (MG)","98915"
"3165552","Setubinha (MG)","1857"
"3165560","Sem-Peixe (MG)","938"
"3165578","Senador Amaral (MG)","2749"
"3165602","Senador Cortes (MG)","1396"
"3165701","Senador Firmino (MG)","2996"
"3165800","Senador José Bento (MG)","699"
"3165909","Senador Modestino Gonçalves (MG)","2047"
"3166006","Senhora de Oliveira (MG)","3394"
"3166105","Senhora do Porto (MG)","1431"
"3166204","Senhora dos Remédios (MG)","2842"
"3166303","Sericita (MG)","2156"
"3166402","Seritinga (MG)","1584"
"3166501","Serra Azul de Minas (MG)","928"
"3166600","Serra da Saudade (MG)","527"
"3166709","Serra dos Aimorés (MG)","4170"
"3166808","Serra do Salitre (MG)","19520"
"3166907","Serrania (MG)","7046"
"3166956","Serranópolis de Minas (MG)","1020"
"3167004","Serranos (MG)","897"
"3167103","Serro (MG)","14736"
"3167202","Sete Lagoas (MG)","1209811"
"3167301","Silveirânia (MG)","917"
"3167400","Silvianópolis (MG)","8515"
"3167509","Simão Pereira (MG)","3844"
"3167608","Simonésia (MG)","8043"
"3167707","Sobrália (MG)","1757"
"3167806","Soledade de Minas (MG)","1861"
"3167905","Tabuleiro (MG)","3190"
"3168002","Taiobeiras (MG)","31326"
"3168051","Taparuba (MG)","1357"
"3168101","Tapira (MG)","55307"
"3168200","Tapiraí (MG)","819"
"3168309","Taquaraçu de Minas (MG)","2311"
"3168408","Tarumirim (MG)","6407"
"3168507","Teixeiras (MG)","7020"
"3168606","Teófilo Otoni (MG)","211251"
"3168705","Timóteo (MG)","359758"
"3168804","Tiradentes (MG)","10896"
"3168903","Tiros (MG)","14695"
"3169000","Tocantins (MG)","28675"
"3169059","Tocos do Moji (MG)","1871"
"3169109","Toledo (MG)","7140"
"3169208","Tombos (MG)","4212"
"3169307","Três Corações (MG)","312519"
"3169356","Três Marias (MG)","343368"
"3169406","Três Pontas (MG)","147194"
"3169505","Tumiritinga (MG)","1828"
"3169604","Tupaciguara (MG)","43528"
"3169703","Turmalina (MG)","23309"
"3169802","Turvolândia (MG)","4497"
"3169901","Ubá (MG)","346277"
"3170008","Ubaí (MG)","3281"
"3170057","Ubaporanga (MG)","5472"
"3170107","Uberaba (MG)","1732442"
"3170206","Uberlândia (MG)","8268277"
"3170305","Umburatiba (MG)","901"
"3170404","Unaí (MG)","229455"
"3170438","União de Minas (MG)","3914"
"3170479","Uruana de Minas (MG)","2139"
"3170503","Urucânia (MG)","12774"
"3170529","Urucuia (MG)","5457"
"3170578","Vargem Alegre (MG)","3959"
"3170602","Vargem Bonita (MG)","1762"
"3170651","Vargem Grande do Rio Pardo (MG)","1454"
"3170701","Varginha (MG)","979044"
"3170750","Varjão de Minas (MG)","6292"
"3170800","Várzea da Palma (MG)","109948"
"3170909","Varzelândia (MG)","7084"
"3171006","Vazante (MG)","72727"
"3171030","Verdelândia (MG)","3731"
"3171071","Veredinha (MG)","2322"
"3171105","Veríssimo (MG)","3852"
"3171154","Vermelho Novo (MG)","1576"
"3171204","Vespasiano (MG)","440199"
"3171303","Viçosa (MG)","139341"
"3171402","Vieiras (MG)","1340"
"3171501","Mathias Lobato (MG)","1370"
"3171600","Virgem da Lapa (MG)","4907"
"3171709","Virgínia (MG)","3978"
"3171808","Virginópolis (MG)","7352"
"3171907","Virgolândia (MG)","1652"
"3172004","Visconde do Rio Branco (MG)","123906"
"3172103","Volta Grande (MG)","5521"
"3172202","Wenceslau Braz (MG)","895"
"3200102","Afonso Cláudio (ES)","26021"
"3200136","Águia Branca (ES)","13102"
"3200169","Água Doce do Norte (ES)","7603"
"3200201","Alegre (ES)","25325"
"3200300","Alfredo Chaves (ES)","25681"
"3200359","Alto Rio Novo (ES)","3744"
"3200409","Anchieta (ES)","55316"
"3200508","Apiacá (ES)","4269"
"3200607","Aracruz (ES)","683223"
"3200706","Atílio Vivacqua (ES)","43401"
"3200805","Baixo Guandu (ES)","39890"
"3200904","Barra de São Francisco (ES)","78257"
"3201001","Boa Esperança (ES)","14931"
"3201100","Bom Jesus do Norte (ES)","11064"
"3201159","Brejetuba (ES)","8597"
"3201209","Cachoeiro de Itapemirim (ES)","571046"
"3201308","Cariacica (ES)","1603845"
"3201407","Castelo (ES)","95074"
"3201506","Colatina (ES)","411657"
"3201605","Conceição da Barra (ES)","32631"
"3201704","Conceição do Castelo (ES)","14331"
"3201803","Divino de São Lourenço (ES)","1967"
"3201902","Domingos Martins (ES)","44240"
"3202009","Dores do Rio Preto (ES)","9011"
"3202108","Ecoporanga (ES)","13582"
"3202207","Fundão (ES)","40788"
"3202256","Governador Lindenberg (ES)","10694"
"3202306","Guaçuí (ES)","40057"
"3202405","Guarapari (ES)","173570"
"3202454","Ibatiba (ES)","20246"
"3202504","Ibiraçu (ES)","22929"
"3202553","Ibitirama (ES)","6471"
"3202603","Iconha (ES)","46327"
"3202652","Irupi (ES)","13350"
"3202702","Itaguaçu (ES)","12238"
"3202801","Itapemirim (ES)","77940"
"3202900","Itarana (ES)","11651"
"3203007","Iúna (ES)","24267"
"3203056","Jaguaré (ES)","31831"
"3203106","Jerônimo Monteiro (ES)","8107"
"3203130","João Neiva (ES)","51551"
"3203163","Laranja da Terra (ES)","7148"
"3203205","Linhares (ES)","772730"
"3203304","Mantenópolis (ES)","5926"
"3203320","Marataízes (ES)","48049"
"3203346","Marechal Floriano (ES)","38185"
"3203353","Marilândia (ES)","19592"
"3203403","Mimoso do Sul (ES)","32320"
"3203502","Montanha (ES)","26754"
"3203601","Mucurici (ES)","2646"
"3203700","Muniz Freire (ES)","14017"
"3203809","Muqui (ES)","11013"
"3203908","Nova Venécia (ES)","88476"
"3204005","Pancas (ES)","10841"
"3204054","Pedro Canário (ES)","15667"
"3204104","Pinheiros (ES)","69154"
"3204203","Piúma (ES)","21426"
"3204252","Ponto Belo (ES)","3327"
"3204302","Presidente Kennedy (ES)","49255"
"3204351","Rio Bananal (ES)","39597"
"3204401","Rio Novo do Sul (ES)","15025"
"3204500","Santa Leopoldina (ES)","5877"
"3204559","Santa Maria de Jetibá (ES)","83666"
"3204609","Santa Teresa (ES)","31015"
"3204658","São Domingos do Norte (ES)","25635"
"3204708","São Gabriel da Palha (ES)","55870"
"3204807","São José do Calçado (ES)","7800"
"3204906","São Mateus (ES)","186745"
"3204955","São Roque do Canaã (ES)","14186"
"3205002","Serra (ES)","4460529"
"3205010","Sooretama (ES)","53701"
"3205036","Vargem Alta (ES)","28089"
"3205069","Venda Nova do Imigrante (ES)","64180"
"3205101","Viana (ES)","367706"
"3205150","Vila Pavão (ES)","7024"
"3205176","Vila Valério (ES)","14967"
"3205200","Vila Velha (ES)","1838858"
"3205309","Vitória (ES)","4922464"
"3300100","Angra dos Reis (RJ)","667999"
"3300159","Aperibé (RJ)","8744"
"3300209","Araruama (RJ)","157506"
"3300225","Areal (RJ)","50631"
"3300233","Armação dos Búzios (RJ)","83911"
"3300258","Arraial do Cabo (RJ)","37948"
"3300308","Barra do Piraí (RJ)","159939"
"3300407","Barra Mansa (RJ)","477498"
"3300456","Belford Roxo (RJ)","754641"
"3300506","Bom Jardim (RJ)","58063"
"3300605","Bom Jesus do Itabapoana (RJ)","47912"
"3300704","Cabo Frio (RJ)","356090"
"3300803","Cachoeiras de Macacu (RJ)","58647"
"3300902","Cambuci (RJ)","25625"
"3300936","Carapebus (RJ)","11279"
"3300951","Comendador Levy Gasparian (RJ)","34568"
"3301009","Campos dos Goytacazes (RJ)","869983"
"3301108","Cantagalo (RJ)","41096"
"3301157","Cardoso Moreira (RJ)","14141"
"3301207","Carmo (RJ)","44750"
"3301306","Casimiro de Abreu (RJ)","50060"
"3301405","Conceição de Macabu (RJ)","16835"
"3301504","Cordeiro (RJ)","15834"
"3301603","Duas Barras (RJ)","16655"
"3301702","Duque de Caxias (RJ)","5269133"
"3301801","Engenheiro Paulo de Frontin (RJ)","17305"
"3301850","Guapimirim (RJ)","59025"
"3301876","Iguaba Grande (RJ)","22266"
"3301900","Itaboraí (RJ)","312800"
"3302007","Itaguaí (RJ)","604058"
"3302056","Italva (RJ)","14627"
"3302106","Itaocara (RJ)","33766"
"3302205","Itaperuna (RJ)","204120"
"3302254","Itatiaia (RJ)","1170020"
"3302270","Japeri (RJ)","130411"
"3302304","Laje do Muriaé (RJ)","7734"
"3302403","Macaé (RJ)","2260042"
"3302452","Macuco (RJ)","14098"
"3302502","Magé (RJ)","213453"
"3302601","Mangaratiba (RJ)","188863"
"3302700","Maricá (RJ)","236177"
"3302809","Mendes (RJ)","18188"
"3302858","Mesquita (RJ)","107033"
"3302908","Miguel Pereira (RJ)","26043"
"3303005","Miracema (RJ)","30031"
"3303104","Natividade (RJ)","12029"
"3303203","Nilópolis (RJ)","144440"
"3303302","Niterói (RJ)","2302442"
"3303401","Nova Friburgo (RJ)","422168"
"3303500","Nova Iguaçu (RJ)","1453511"
"3303609","Paracambi (RJ)","76941"
"3303708","Paraíba do Sul (RJ)","88070"
"3303807","Paraty (RJ)","66058"
"3303856","Paty do Alferes (RJ)","43790"
"3303906","Petrópolis (RJ)","1540165"
"3303955","Pinheiral (RJ)","24960"
"3304003","Piraí (RJ)","210108"
"3304102","Porciúncula (RJ)","18411"
"3304110","Porto Real (RJ)","834733"
"3304128","Quatis (RJ)","15027"
"3304144","Queimados (RJ)","440202"
"3304151","Quissamã (RJ)","30898"
"3304201","Resende (RJ)","1977862"
"3304300","Rio Bonito (RJ)","126142"
"3304409","Rio Claro (RJ)","25982"
"3304508","Rio das Flores (RJ)","10178"
"3304524","Rio das Ostras (RJ)","335075"
"3304557","Rio de Janeiro (RJ)","76521382"
"3304607","Santa Maria Madalena (RJ)","9309"
"3304706","Santo Antônio de Pádua (RJ)","77267"
"3304755","São Francisco de Itabapoana (RJ)","73949"
"3304805","São Fidélis (RJ)","39442"
"3304904","São Gonçalo (RJ)","1183147"
"3305000","São João da Barra (RJ)","307455"
"3305109","São João de Meriti (RJ)","723790"
"3305133","São José de Ubá (RJ)","13089"
"3305158","São José do Vale do Rio Preto (RJ)","39139"
"3305208","São Pedro da Aldeia (RJ)","203232"
"3305307","São Sebastião do Alto (RJ)","14983"
"3305406","Sapucaia (RJ)","106112"
"3305505","Saquarema (RJ)","140991"
"3305554","Seropédica (RJ)","487305"
"3305604","Silva Jardim (RJ)","25041"
"3305703","Sumidouro (RJ)","40289"
"3305752","Tanguá (RJ)","26475"
"3305802","Teresópolis (RJ)","461743"
"3305901","Trajano de Moraes (RJ)","10811"
"3306008","Três Rios (RJ)","496613"
"3306107","Valença (RJ)","225452"
"3306156","Varre-Sai (RJ)","7175"
"3306206","Vassouras (RJ)","58613"
"3306305","Volta Redonda (RJ)","1626662"
"3500105","Adamantina (SP)","80367"
"3500204","Adolfo (SP)","3365"
"3500303","Aguaí (SP)","99033"
"3500402","Águas da Prata (SP)","12372"
"3500501","Águas de Lindóia (SP)","34641"
"3500550","Águas de Santa Bárbara (SP)","7281"
"3500600","Águas de São Pedro (SP)","6340"
"3500709","Agudos (SP)","334526"
"3500758","Alambari (SP)","4113"
"3500808","Alfredo Marcondes (SP)","13365"
"3500907","Altair (SP)","4689"
"3501004","Altinópolis (SP)","23401"
"3501103","Alto Alegre (SP)","6853"
"3501152","Alumínio (SP)","480692"
"3501202","Álvares Florence (SP)","2401"
"3501301","Álvares Machado (SP)","60757"
"3501400","Álvaro de Carvalho (SP)","1654"
"3501509","Alvinlândia (SP)","876"
"3501608","Americana (SP)","1545732"
"3501707","Américo Brasiliense (SP)","88568"
"3501806","Américo de Campos (SP)","2826"
"3501905","Amparo (SP)","658882"
"3502002","Analândia (SP)","4874"
"3502101","Andradina (SP)","160106"
"3502200","Angatuba (SP)","67702"
"3502309","Anhembi (SP)","4836"
"3502408","Anhumas (SP)","2269"
"3502507","Aparecida (SP)","51595"
"3502606","Aparecida d'Oeste (SP)","7173"
"3502705","Apiaí (SP)","41024"
"3502754","Araçariguama (SP)","487303"
"3502804","Araçatuba (SP)","598339"
"3502903","Araçoiaba da Serra (SP)","66898"
"3503000","Aramina (SP)","8629"
"3503109","Arandu (SP)","3630"
"3503158","Arapeí (SP)","1105"
"3503208","Araraquara (SP)","1019741"
"3503307","Araras (SP)","584687"
"3503356","Arco-Íris (SP)","1416"
"3503406","Arealva (SP)","11974"
"3503505","Areias (SP)","1457"
"3503604","Areiópolis (SP)","5095"
"3503703","Ariranha (SP)","132491"
"3503802","Artur Nogueira (SP)","111963"
"3503901","Arujá (SP)","820566"
"3503950","Aspásia (SP)","846"
"3504008","Assis (SP)","337988"
"3504107","Atibaia (SP)","989968"
"3504206","Auriflama (SP)","16033"
"3504305","Avaí (SP)","5830"
"3504404","Avanhandava (SP)","30515"
"3504503","Avaré (SP)","227083"
"3504602","Bady Bassitt (SP)","24368"
"3504701","Balbinos (SP)","1483"
"3504800","Bálsamo (SP)","15270"
"3504909","Bananal (SP)","16845"
"3505005","Barão de Antonina (SP)","6254"
"3505104","Barbosa (SP)","3185"
"3505203","Bariri (SP)","119025"
"3505302","Barra Bonita (SP)","149913"
"3505351","Barra do Chapéu (SP)","1859"
"3505401","Barra do Turvo (SP)","6238"
"3505500","Barretos (SP)","369041"
"3505609","Barrinha (SP)","25703"
"3505708","Barueri (SP)","13660258"
"3505807","Bastos (SP)","41932"
"3505906","Batatais (SP)","109801"
"3506003","Bauru (SP)","1248121"
"3506102","Bebedouro (SP)","394116"
"3506201","Bento de Abreu (SP)","11807"
"3506300","Bernardino de Campos (SP)","18528"
"3506359","Bertioga (SP)","94490"
"3506409","Bilac (SP)","8354"
"3506508","Birigui (SP)","309960"
"3506607","Biritiba Mirim (SP)","25324"
"3506706","Boa Esperança do Sul (SP)","16662"
"3506805","Bocaina (SP)","12351"
"3506904","Bofete (SP)","7860"
"3507001","Boituva (SP)","403314"
"3507100","Bom Jesus dos Perdões (SP)","114360"
"3507159","Bom Sucesso de Itararé (SP)","2392"
"3507209","Borá (SP)","5040"
"3507308","Boracéia (SP)","34561"
"3507407","Borborema (SP)","20414"
"3507456","Borebi (SP)","3475"
"3507506","Botucatu (SP)","377551"
"3507605","Bragança Paulista (SP)","670867"
"3507704","Braúna (SP)","3499"
"3507753","Brejo Alegre (SP)","16258"
"3507803","Brodowski (SP)","55953"
"3507902","Brotas (SP)","66454"
"3508009","Buri (SP)","19270"
"3508108","Buritama (SP)","30044"
"3508207","Buritizal (SP)","7437"
"3508306","Cabrália Paulista (SP)","4904"
"3508405","Cabreúva (SP)","977722"
"3508504","Caçapava (SP)","666919"
"3508603","Cachoeira Paulista (SP)","29938"
"3508702","Caconde (SP)","10755"
"3508801","Cafelândia (SP)","29509"
"3508900","Caiabu (SP)","1383"
"3509007","Caieiras (SP)","444320"
"3509106","Caiuá (SP)","3821"
"3509205","Cajamar (SP)","3476108"
"3509254","Cajati (SP)","152574"
"3509304","Cajobi (SP)","7005"
"3509403","Cajuru (SP)","55164"
"3509452","Campina do Monte Alegre (SP)","4589"
"3509502","Campinas (SP)","9643700"
"3509601","Campo Limpo Paulista (SP)","217798"
"3509700","Campos do Jordão (SP)","73511"
"3509809","Campos Novos Paulista (SP)","5484"
"3509908","Cananéia (SP)","11295"
"3509957","Canas (SP)","26627"
"3510005","Cândido Mota (SP)","102638"
"3510104","Cândido Rodrigues (SP)","5483"
"3510153","Canitar (SP)","14837"
"3510203","Capão Bonito (SP)","46317"
"3510302","Capela do Alto (SP)","16340"
"3510401","Capivari (SP)","248735"
"3510500","Caraguatatuba (SP)","212351"
"3510609","Carapicuíba (SP)","473009"
"3510708","Cardoso (SP)","8116"
"3510807","Casa Branca (SP)","61090"
"3510906","Cássia dos Coqueiros (SP)","1606"
"3511003","Castilho (SP)","87025"
"3511102","Catanduva (SP)","355404"
"3511201","Catiguá (SP)","6179"
"3511300","Cedral (SP)","33654"
"3511409","Cerqueira César (SP)","57664"
"3511508","Cerquilho (SP)","234085"
"3511607","Cesário Lange (SP)","35621"
"3511706","Charqueada (SP)","28672"
"3511904","Clementina (SP)","19816"
"3512001","Colina (SP)","84327"
"3512100","Colômbia (SP)","20151"
