"cod_mun","nome_mun","pib"
"3137700","Lajinha (MG)","313232"
"3137809","Lambari (MG)","333541"
"3137908","Lamim (MG)","40225"
"3138005","Laranjal (MG)","75710"
"3138104","Lassance (MG)","111982"
"3138203","Lavras (MG)","2485868"
"3138302","Leandro Ferreira (MG)","38520"
"3138351","Leme do Prado (MG)","50544"
"3138401","Leopoldina (MG)","1038715"
"3138500","Liberdade (MG)","81903"
"3138609","Lima Duarte (MG)","250830"
"3138625","Limeira do Oeste (MG)","342563"
"3138658","Lontra (MG)","65126"
"3138674","Luisburgo (MG)","81982"
"3138682","Luislândia (MG)","48544"
"3138708","Luminárias (MG)","102482"
"3138807","Luz (MG)","491632"
"3138906","Machacalis (MG)","74495"
"3139003","Machado (MG)","962423"
"3139102","Madre de Deus de Minas (MG)","157369"
"3139201","Malacacheta (MG)","181476"
"3139250","Mamonas (MG)","47648"
"3139300","Manga (MG)","187803"
"3139409","Manhuaçu (MG)","2385010"
"3139508","Manhumirim (MG)","448031"
"3139607","Mantena (MG)","376826"
"3139706","Maravilhas (MG)","115211"
"3139805","Mar de Espanha (MG)","170434"
"3139904","Maria da Fé (MG)","157645"
"3140001","Mariana (MG)","2897515"
"3140100","Marilac (MG)","42071"
"3140159","Mário Campos (MG)","154894"
"3140209","Maripá de Minas (MG)","57640"
"3140308","Marliéria (MG)","39015"
"3140407","Marmelópolis (MG)","30952"
"3140506","Martinho Campos (MG)","320780"
"3140530","Martins Soares (MG)","135868"
"3140555","Mata Verde (MG)","62614"
"3140605","Materlândia (MG)","44136"
"3140704","Mateus Leme (MG)","692349"
"3140803","Matias Barbosa (MG)","505119"
"3140852","Matias Cardoso (MG)","134028"
"3140902","Matipó (MG)","240994"
"3141009","Mato Verde (MG)","119935"
"3141108","Matozinhos (MG)","1003317"
"3141207","Matutina (MG)","62992"
"3141306","Medeiros (MG)","120845"
"3141405","Medina (MG)","215490"
"3141504","Mendes Pimentel (MG)","56105"
"3141603","Mercês (MG)","115996"
"3141702","Mesquita (MG)","45480"
"3141801","Minas Novas (MG)","251113"
"3141900","Minduri (MG)","67794"
"3142007","Mirabela (MG)","122792"
"3142106","Miradouro (MG)","130090"
"3142205","Miraí (MG)","242541"
"3142254","Miravânia (MG)","36848"
"3142304","Moeda (MG)","59008"
"3142403","Moema (MG)","106929"
"3142502","Monjolos (MG)","41278"
"3142601","Monsenhor Paulo (MG)","195798"
"3142700","Montalvânia (MG)","126220"
"3142809","Monte Alegre de Minas (MG)","551616"
"3142908","Monte Azul (MG)","190646"
"3143005","Monte Belo (MG)","282967"
"3143104","Monte Carmelo (MG)","1091759"
"3143153","Monte Formoso (MG)","32087"
"3143203","Monte Santo de Minas (MG)","357502"
"3143302","Montes Claros (MG)","8966059"
"3143401","Monte Sião (MG)","413046"
"3143450","Montezuma (MG)","60269"
"3143500","Morada Nova de Minas (MG)","272546"
"3143609","Morro da Garça (MG)","47266"
"3143708","Morro do Pilar (MG)","32575"
"3143807","Munhoz (MG)","88176"
"3143906","Muriaé (MG)","2100138"
"3144003","Mutum (MG)","374253"
"3144102","Muzambinho (MG)","415062"
"3144201","Nacip Raydan (MG)","27006"
"3144300","Nanuque (MG)","643887"
"3144359","Naque (MG)","68612"
"3144375","Natalândia (MG)","43845"
"3144409","Natércia (MG)","67909"
"3144508","Nazareno (MG)","205121"
"3144607","Nepomuceno (MG)","444409"
"3144656","Ninheira (MG)","75957"
"3144672","Nova Belém (MG)","37655"
"3144706","Nova Era (MG)","321543"
"3144805","Nova Lima (MG)","9112333"
"3144904","Nova Módica (MG)","42531"
"3145000","Nova Ponte (MG)","773730"
"3145059","Nova Porteirinha (MG)","104528"
"3145109","Nova Resende (MG)","296654"
"3145208","Nova Serrana (MG)","2602636"
"3145307","Novo Cruzeiro (MG)","233655"
"3145356","Novo Oriente de Minas (MG)","81938"
"3145372","Novorizonte (MG)","50751"
"3145406","Olaria (MG)","23437"
"3145455","Olhos-d'Água (MG)","120834"
"3145505","Olímpio Noronha (MG)","36587"
"3145604","Oliveira (MG)","848005"
"3145703","Oliveira Fortes (MG)","30148"
"3145802","Onça de Pitangui (MG)","49111"
"3145851","Oratórios (MG)","53327"
"3145877","Orizânia (MG)","80582"
"3145901","Ouro Branco (MG)","3358283"
"3146008","Ouro Fino (MG)","657703"
"3146107","Ouro Preto (MG)","4644423"
"3146206","Ouro Verde de Minas (MG)","46239"
"3146255","Padre Carvalho (MG)","50312"
"3146305","Padre Paraíso (MG)","168829"
"3146404","Paineiras (MG)","59775"
"3146503","Pains (MG)","311140"
"3146552","Pai Pedro (MG)","43446"
"3146602","Paiva (MG)","22169"
"3146701","Palma (MG)","68946"
"3146750","Palmópolis (MG)","47116"
"3146909","Papagaios (MG)","250167"
"3147006","Paracatu (MG)","3510748"
"3147105","Pará de Minas (MG)","2744669"
"3147204","Paraguaçu (MG)","476274"
"3147303","Paraisópolis (MG)","578419"
"3147402","Paraopeba (MG)","565326"
"3147501","Passabém (MG)","19721"
"3147600","Passa Quatro (MG)","376173"
"3147709","Passa Tempo (MG)","187718"
"3147808","Passa Vinte (MG)","32144"
"3147907","Passos (MG)","2387740"
"3147956","Patis (MG)","44517"
"3148004","Patos de Minas (MG)","4378966"
"3148103","Patrocínio (MG)","2707529"
"3148202","Patrocínio do Muriaé (MG)","74350"
"3148301","Paula Cândido (MG)","95291"
"3148400","Paulistas (MG)","43966"
"3148509","Pavão (MG)","69521"
"3148608","Peçanha (MG)","179187"
"3148707","Pedra Azul (MG)","272990"
"3148756","Pedra Bonita (MG)","61826"
"3148806","Pedra do Anta (MG)","48714"
"3148905","Pedra do Indaiá (MG)","79389"
"3149002","Pedra Dourada (MG)","34960"
"3149101","Pedralva (MG)","128961"
"3149150","Pedras de Maria da Cruz (MG)","84534"
"3149200","Pedrinópolis (MG)","106912"
"3149309","Pedro Leopoldo (MG)","1437172"
"3149408","Pedro Teixeira (MG)","21378"
"3149507","Pequeri (MG)","42881"
"3149606","Pequi (MG)","60363"
"3149705","Perdigão (MG)","213424"
"3149804","Perdizes (MG)","601624"
"3149903","Perdões (MG)","478385"
"3149952","Periquito (MG)","72609"
"3150000","Pescador (MG)","38631"
"3150109","Piau (MG)","46506"
"3150158","Piedade de Caratinga (MG)","88778"
"3150208","Piedade de Ponte Nova (MG)","49992"
"3150307","Piedade do Rio Grande (MG)","73856"
"3150406","Piedade dos Gerais (MG)","62145"
"3150505","Pimenta (MG)","178104"
"3150539","Pingo d'Água (MG)","38715"
"3150570","Pintópolis (MG)","56760"
"3150604","Piracema (MG)","105243"
"3150703","Pirajuba (MG)","308994"
"3150802","Piranga (MG)","159904"
"3150901","Piranguçu (MG)","53190"
"3151008","Piranguinho (MG)","101647"
"3151107","Pirapetinga (MG)","588794"
"3151206","Pirapora (MG)","1836804"
"3151305","Piraúba (MG)","164324"
"3151404","Pitangui (MG)","507761"
"3151503","Piumhi (MG)","866679"
"3151602","Planura (MG)","488521"
"3151701","Poço Fundo (MG)","259219"
"3151800","Poços de Caldas (MG)","6365940"
"3151909","Pocrane (MG)","101954"
"3152006","Pompéu (MG)","737149"
"3152105","Ponte Nova (MG)","1649724"
"3152131","Ponto Chique (MG)","38233"
"3152170","Ponto dos Volantes (MG)","81524"
"3152204","Porteirinha (MG)","335614"
"3152303","Porto Firme (MG)","90626"
"3152402","Poté (MG)","137617"
"3152501","Pouso Alegre (MG)","7388029"
"3152600","Pouso Alto (MG)","220745"
"3152709","Prados (MG)","152106"
"3152808","Prata (MG)","928752"
"3152907","Pratápolis (MG)","138190"
"3153004","Pratinha (MG)","94327"
"3153103","Presidente Bernardes (MG)","46999"
"3153202","Presidente Juscelino (MG)","42502"
"3153301","Presidente Kubitschek (MG)","27660"
"3153400","Presidente Olegário (MG)","454114"
"3153509","Alto Jequitibá (MG)","120209"
"3153608","Prudente de Morais (MG)","144528"
"3153707","Quartel Geral (MG)","50626"
"3153806","Queluzito (MG)","29157"
"3153905","Raposos (MG)","297989"
"3154002","Raul Soares (MG)","292461"
"3154101","Recreio (MG)","98428"
"3154150","Reduto (MG)","92587"
"3154200","Resende Costa (MG)","154919"
"3154309","Resplendor (MG)","221895"
"3154408","Ressaquinha (MG)","171679"
"3154457","Riachinho (MG)","90697"
"3154507","Riacho dos Machados (MG)","205808"
"3154606","Ribeirão das Neves (MG)","3855401"
"3154705","Ribeirão Vermelho (MG)","85726"
"3154804","Rio Acima (MG)","131635"
"3154903","Rio Casca (MG)","183303"
"3155009","Rio Doce (MG)","35979"
"3155108","Rio do Prado (MG)","39855"
"3155207","Rio Espera (MG)","46686"
"3155306","Rio Manso (MG)","80856"
"3155405","Rio Novo (MG)","111008"
"3155504","Rio Paranaíba (MG)","499792"
"3155603","Rio Pardo de Minas (MG)","259981"
"3155702","Rio Piracicaba (MG)","510894"
"3155801","Rio Pomba (MG)","300489"
"3155900","Rio Preto (MG)","55120"
"3156007","Rio Vermelho (MG)","112796"
"3156106","Ritápolis (MG)","69122"
"3156205","Rochedo de Minas (MG)","25830"
"3156304","Rodeiro (MG)","409766"
"3156403","Romaria (MG)","136783"
"3156452","Rosário da Limeira (MG)","47751"
"3156502","Rubelita (MG)","56557"
"3156601","Rubim (MG)","85335"
"3156700","Sabará (MG)","2523966"
"3156809","Sabinópolis (MG)","182234"
"3156908","Sacramento (MG)","1534687"
"3157005","Salinas (MG)","553718"
"3157104","Salto da Divisa (MG)","97640"
"3157203","Santa Bárbara (MG)","765975"
"3157252","Santa Bárbara do Leste (MG)","79353"
"3157278","Santa Bárbara do Monte Verde (MG)","38742"
"3157302","Santa Bárbara do Tugúrio (MG)","56008"
"3157336","Santa Cruz de Minas (MG)","88447"
"3157377","Santa Cruz de Salinas (MG)","37556"
"3157401","Santa Cruz do Escalvado (MG)","48724"
"3157500","Santa Efigênia de Minas (MG)","39965"
"3157609","Santa Fé de Minas (MG)","37876"
"3157658","Santa Helena de Minas (MG)","44429"
"3157708","Santa Juliana (MG)","640520"
"3157807","Santa Luzia (MG)","3785138"
"3157906","Santa Margarida (MG)","271962"
"3158003","Santa Maria de Itabira (MG)","165416"
"3158102","Santa Maria do Salto (MG)","40115"
"3158201","Santa Maria do Suaçuí (MG)","133400"
"3158300","Santana da Vargem (MG)","149512"
"3158409","Santana de Cataguases (MG)","38772"
"3158508","Santana de Pirapama (MG)","83332"
"3158607","Santana do Deserto (MG)","39912"
"3158706","Santana do Garambéu (MG)","28654"
"3158805","Santana do Jacaré (MG)","76003"
"3158904","Santana do Manhuaçu (MG)","109820"
"3158953","Santana do Paraíso (MG)","490210"
"3159001","Santana do Riacho (MG)","61250"
"3159100","Santana dos Montes (MG)","32715"
"3159209","Santa Rita de Caldas (MG)","146633"
"3159308","Santa Rita de Jacutinga (MG)","54653"
"3159357","Santa Rita de Minas (MG)","77645"
"3159407","Santa Rita de Ibitipoca (MG)","56794"
"3159506","Santa Rita do Itueto (MG)","126030"
"3159605","Santa Rita do Sapucaí (MG)","1559508"
"3159704","Santa Rosa da Serra (MG)","54784"
"3159803","Santa Vitória (MG)","721333"
"3159902","Santo Antônio do Amparo (MG)","249737"
"3160009","Santo Antônio do Aventureiro (MG)","44484"
"3160108","Santo Antônio do Grama (MG)","70848"
"3160207","Santo Antônio do Itambé (MG)","34648"
"3160306","Santo Antônio do Jacinto (MG)","89127"
"3160405","Santo Antônio do Monte (MG)","528306"
"3160454","Santo Antônio do Retiro (MG)","48680"
"3160504","Santo Antônio do Rio Abaixo (MG)","22201"
"3160603","Santo Hipólito (MG)","33663"
"3160702","Santos Dumont (MG)","905917"
"3160801","São Bento Abade (MG)","60948"
"3160900","São Brás do Suaçuí (MG)","51230"
"3160959","São Domingos das Dores (MG)","66627"
"3161007","São Domingos do Prata (MG)","241155"
"3161056","São Félix de Minas (MG)","35929"
"3161106","São Francisco (MG)","494981"
"3161205","São Francisco de Paula (MG)","96294"
"3161304","São Francisco de Sales (MG)","144496"
"3161403","São Francisco do Glória (MG)","53369"
"3161502","São Geraldo (MG)","204621"
"3161601","São Geraldo da Piedade (MG)","36105"
"3161650","São Geraldo do Baixio (MG)","37035"
"3161700","São Gonçalo do Abaeté (MG)","211331"
"3161809","São Gonçalo do Pará (MG)","232566"
"3161908","São Gonçalo do Rio Abaixo (MG)","3123367"
"3162005","São Gonçalo do Sapucaí (MG)","612288"
"3162104","São Gotardo (MG)","757567"
"3162203","São João Batista do Glória (MG)","141422"
"3162252","São João da Lagoa (MG)","42880"
"3162302","São João da Mata (MG)","42254"
"3162401","São João da Ponte (MG)","195996"
"3162450","São João das Missões (MG)","78302"
"3162500","São João del Rei (MG)","2033659"
"3162559","São João do Manhuaçu (MG)","148513"
"3162575","São João do Manteninha (MG)","54141"
"3162609","São João do Oriente (MG)","79670"
"3162658","São João do Pacuí (MG)","33985"
"3162708","São João do Paraíso (MG)","200157"
"3162807","São João Evangelista (MG)","169043"
"3162906","São João Nepomuceno (MG)","413880"
"3162922","São Joaquim de Bicas (MG)","602735"
"3162948","São José da Barra (MG)","684814"
"3162955","São José da Lapa (MG)","490793"
"3163003","São José da Safira (MG)","38417"
"3163102","São José da Varginha (MG)","83215"
"3163201","São José do Alegre (MG)","42759"
"3163300","São José do Divino (MG)","36654"
"3163409","São José do Goiabal (MG)","54077"
"3163508","São José do Jacuri (MG)","64900"
"3163607","São José do Mantimento (MG)","31309"
"3163706","São Lourenço (MG)","976870"
"3163805","São Miguel do Anta (MG)","77415"
"3163904","São Pedro da União (MG)","98136"
"3164001","São Pedro dos Ferros (MG)","110079"
"3164100","São Pedro do Suaçuí (MG)","57944"
"3164209","São Romão (MG)","138654"
"3164308","São Roque de Minas (MG)","194086"
"3164407","São Sebastião da Bela Vista (MG)","339671"
"3164431","São Sebastião da Vargem Alegre (MG)","46143"
"3164472","São Sebastião do Anta (MG)","68165"
"3164506","São Sebastião do Maranhão (MG)","73167"
"3164605","São Sebastião do Oeste (MG)","301716"
"3164704","São Sebastião do Paraíso (MG)","1937431"
"3164803","São Sebastião do Rio Preto (MG)","18768"
"3164902","São Sebastião do Rio Verde (MG)","27177"
"3165008","São Tiago (MG)","161469"
"3165107","São Tomás de Aquino (MG)","138370"
"3165206","São Thomé das Letras (MG)","89610"
"3165305","São Vicente de Minas (MG)","163125"
"3165404","Sapucaí-Mirim (MG)","97206"
"3165503","Sardoá (MG)","58900"
"3165537","Sarzedo (MG)","895023"
"3165552","Setubinha (MG)","86754"
"3165560","Sem-Peixe (MG)","29918"
"3165578","Senador Amaral (MG)","55966"
"3165602","Senador Cortes (MG)","26798"
"3165701","Senador Firmino (MG)","72198"
"3165800","Senador José Bento (MG)","22682"
"3165909","Senador Modestino Gonçalves (MG)","92088"
"3166006","Senhora de Oliveira (MG)","68283"
"3166105","Senhora do Porto (MG)","37487"
"3166204","Senhora dos Remédios (MG)","79277"
"3166303","Sericita (MG)","70907"
"3166402","Seritinga (MG)","33031"
"3166501","Serra Azul de Minas (MG)","31828"
"3166600","Serra da Saudade (MG)","19081"
"3166709","Serra dos Aimorés (MG)","83623"
"3166808","Serra do Salitre (MG)","345836"
"3166907","Serrania (MG)","124663"
"3166956","Serranópolis de Minas (MG)","34899"
"3167004","Serranos (MG)","27803"
"3167103","Serro (MG)","224580"
"3167202","Sete Lagoas (MG)","8262636"
"3167301","Silveirânia (MG)","27033"
"3167400","Silvianópolis (MG)","120922"
"3167509","Simão Pereira (MG)","72822"
"3167608","Simonésia (MG)","190370"
"3167707","Sobrália (MG)","50613"
"3167806","Soledade de Minas (MG)","58025"
"3167905","Tabuleiro (MG)","49411"
"3168002","Taiobeiras (MG)","439553"
"3168051","Taparuba (MG)","36581"
"3168101","Tapira (MG)","681293"
"3168200","Tapiraí (MG)","33549"
"3168309","Taquaraçu de Minas (MG)","47234"
"3168408","Tarumirim (MG)","137622"
"3168507","Teixeiras (MG)","130987"
"3168606","Teófilo Otoni (MG)","2365624"
"3168705","Timóteo (MG)","2876835"
"3168804","Tiradentes (MG)","154747"
"3168903","Tiros (MG)","190681"
"3169000","Tocantins (MG)","281360"
"3169059","Tocos do Moji (MG)","49788"
"3169109","Toledo (MG)","88788"
"3169208","Tombos (MG)","91085"
"3169307","Três Corações (MG)","2216413"
"3169356","Três Marias (MG)","1667559"
"3169406","Três Pontas (MG)","1254491"
"3169505","Tumiritinga (MG)","54339"
"3169604","Tupaciguara (MG)","689243"
"3169703","Turmalina (MG)","309274"
"3169802","Turvolândia (MG)","113207"
"3169901","Ubá (MG)","2861452"
"3170008","Ubaí (MG)","93306"
"3170057","Ubaporanga (MG)","122667"
"3170107","Uberaba (MG)","13152651"
"3170206","Uberlândia (MG)","34201962"
"3170305","Umburatiba (MG)","30648"
"3170404","Unaí (MG)","2676152"
"3170438","União de Minas (MG)","131512"
"3170479","Uruana de Minas (MG)","50450"
"3170503","Urucânia (MG)","176444"
"3170529","Urucuia (MG)","129507"
"3170578","Vargem Alegre (MG)","57837"
"3170602","Vargem Bonita (MG)","42003"
"3170651","Vargem Grande do Rio Pardo (MG)","44770"
"3170701","Varginha (MG)","5442563"
"3170750","Varjão de Minas (MG)","181962"
"3170800","Várzea da Palma (MG)","678519"
"3170909","Varzelândia (MG)","150626"
"3171006","Vazante (MG)","644829"
"3171030","Verdelândia (MG)","84036"
"3171071","Veredinha (MG)","86474"
"3171105","Veríssimo (MG)","127978"
"3171154","Vermelho Novo (MG)","44927"
"3171204","Vespasiano (MG)","2596132"
"3171303","Viçosa (MG)","1557426"
"3171402","Vieiras (MG)","37688"
"3171501","Mathias Lobato (MG)","32181"
"3171600","Virgem da Lapa (MG)","111825"
"3171709","Virgínia (MG)","106308"
"3171808","Virginópolis (MG)","139958"
"3171907","Virgolândia (MG)","50201"
"3172004","Visconde do Rio Branco (MG)","1130603"
"3172103","Volta Grande (MG)","63063"
"3172202","Wenceslau Braz (MG)","26040"
"3200102","Afonso Cláudio (ES)","439240"
"3200136","Águia Branca (ES)","193747"
"3200169","Água Doce do Norte (ES)","140106"
"3200201","Alegre (ES)","489949"
"3200300","Alfredo Chaves (ES)","338839"
"3200359","Alto Rio Novo (ES)","93144"
"3200409","Anchieta (ES)","804889"
"3200508","Apiacá (ES)","95260"
"3200607","Aracruz (ES)","5205061"
"3200706","Atílio Vivacqua (ES)","265368"
"3200805","Baixo Guandu (ES)","619799"
"3200904","Barra de São Francisco (ES)","784280"
"3201001","Boa Esperança (ES)","256367"
"3201100","Bom Jesus do Norte (ES)","144009"
"3201159","Brejetuba (ES)","208941"
"3201209","Cachoeiro de Itapemirim (ES)","4766819"
"3201308","Cariacica (ES)","7973675"
"3201407","Castelo (ES)","866647"
"3201506","Colatina (ES)","3345122"
"3201605","Conceição da Barra (ES)","424482"
"3201704","Conceição do Castelo (ES)","196358"
"3201803","Divino de São Lourenço (ES)","67070"
"3201902","Domingos Martins (ES)","703747"
"3202009","Dores do Rio Preto (ES)","127237"
"3202108","Ecoporanga (ES)","303569"
"3202207","Fundão (ES)","419014"
"3202256","Governador Lindenberg (ES)","178085"
"3202306","Guaçuí (ES)","526921"
"3202405","Guarapari (ES)","2160859"
"3202454","Ibatiba (ES)","320834"
"3202504","Ibiraçu (ES)","240766"
"3202553","Ibitirama (ES)","146069"
"3202603","Iconha (ES)","332269"
"3202652","Irupi (ES)","194245"
"3202702","Itaguaçu (ES)","254780"
"3202801","Itapemirim (ES)","3127950"
"3202900","Itarana (ES)","210770"
"3203007","Iúna (ES)","411571"
"3203056","Jaguaré (ES)","463419"
"3203106","Jerônimo Monteiro (ES)","140796"
"3203130","João Neiva (ES)","350226"
"3203163","Laranja da Terra (ES)","134017"
"3203205","Linhares (ES)","5480107"
"3203304","Mantenópolis (ES)","166911"
"3203320","Marataízes (ES)","1611924"
"3203346","Marechal Floriano (ES)","418855"
"3203353","Marilândia (ES)","254122"
"3203403","Mimoso do Sul (ES)","462571"
"3203502","Montanha (ES)","343633"
"3203601","Mucurici (ES)","72082"
"3203700","Muniz Freire (ES)","277985"
"3203809","Muqui (ES)","194279"
"3203908","Nova Venécia (ES)","929379"
"3204005","Pancas (ES)","236942"
"3204054","Pedro Canário (ES)","285308"
"3204104","Pinheiros (ES)","463112"
"3204203","Piúma (ES)","475517"
"3204252","Ponto Belo (ES)","81365"
"3204302","Presidente Kennedy (ES)","3433327"
"3204351","Rio Bananal (ES)","379455"
"3204401","Rio Novo do Sul (ES)","177614"
"3204500","Santa Leopoldina (ES)","198443"
"3204559","Santa Maria de Jetibá (ES)","1366854"
"3204609","Santa Teresa (ES)","464972"
"3204658","São Domingos do Norte (ES)","229813"
"3204708","São Gabriel da Palha (ES)","569116"
"3204807","São José do Calçado (ES)","163374"
"3204906","São Mateus (ES)","2113167"
"3204955","São Roque do Canaã (ES)","216569"
"3205002","Serra (ES)","18538695"
"3205010","Sooretama (ES)","557245"
"3205036","Vargem Alta (ES)","375557"
"3205069","Venda Nova do Imigrante (ES)","578712"
"3205101","Viana (ES)","2125028"
"3205150","Vila Pavão (ES)","136617"
"3205176","Vila Valério (ES)","256352"
"3205200","Vila Velha (ES)","10994894"
"3205309","Vitória (ES)","20255652"
"3300100","Angra dos Reis (RJ)","10099365"
"3300159","Aperibé (RJ)","171664"
"3300209","Araruama (RJ)","2514577"
"3300225","Areal (RJ)","325609"
"3300233","Armação dos Búzios (RJ)","1712328"
"3300258","Arraial do Cabo (RJ)","724152"
"3300308","Barra do Piraí (RJ)","2026188"
"3300407","Barra Mansa (RJ)","4883051"
"3300456","Belford Roxo (RJ)","8187373"
"3300506","Bom Jardim (RJ)","653554"
"3300605","Bom Jesus do Itabapoana (RJ)","727922"
"3300704","Cabo Frio (RJ)","8593977"
"3300803","Cachoeiras de Macacu (RJ)","965890"
"3300902","Cambuci (RJ)","317549"
"3300936","Carapebus (RJ)","367975"
"3300951","Comendador Levy Gasparian (RJ)","361147"
"3301009","Campos dos Goytacazes (RJ)","21088777"
"3301108","Cantagalo (RJ)","681357"
"3301157","Cardoso Moreira (RJ)","319871"
"3301207","Carmo (RJ)","416837"
"3301306","Casimiro de Abreu (RJ)","1370025"
"3301405","Conceição de Macabu (RJ)","321603"
"3301504","Cordeiro (RJ)","463500"
"3301603","Duas Barras (RJ)","212032"
"3301702","Duque de Caxias (RJ)","40892161"
"3301801","Engenheiro Paulo de Frontin (RJ)","261760"
"3301850","Guapimirim (RJ)","920921"
"3301876","Iguaba Grande (RJ)","462197"
"3301900","Itaboraí (RJ)","4186080"
"3302007","Itaguaí (RJ)","7564819"
"3302056","Italva (RJ)","327268"
"3302106","Itaocara (RJ)","503137"
"3302205","Itaperuna (RJ)","2705103"
"3302254","Itatiaia (RJ)","4361237"
"3302270","Japeri (RJ)","1615348"
"3302304","Laje do Muriaé (RJ)","133876"
"3302403","Macaé (RJ)","15371353"
"3302452","Macuco (RJ)","160870"
"3302502","Magé (RJ)","3855803"
"3302601","Mangaratiba (RJ)","3599066"
"3302700","Maricá (RJ)","11438880"
"3302809","Mendes (RJ)","299471"
"3302858","Mesquita (RJ)","2313173"
"3302908","Miguel Pereira (RJ)","653815"
"3303005","Miracema (RJ)","489962"
"3303104","Natividade (RJ)","246180"
"3303203","Nilópolis (RJ)","2643916"
"3303302","Niterói (RJ)","27471324"
"3303401","Nova Friburgo (RJ)","5014316"
"3303500","Nova Iguaçu (RJ)","16833644"
"3303609","Paracambi (RJ)","892884"
"3303708","Paraíba do Sul (RJ)","931047"
"3303807","Paraty (RJ)","1590363"
"3303856","Paty do Alferes (RJ)","533564"
"3303906","Petrópolis (RJ)","12811831"
"3303955","Pinheiral (RJ)","409165"
"3304003","Piraí (RJ)","1857213"
"3304102","Porciúncula (RJ)","333992"
"3304110","Porto Real (RJ)","2856764"
"3304128","Quatis (RJ)","255376"
"3304144","Queimados (RJ)","3703990"
"3304151","Quissamã (RJ)","1443694"
"3304201","Resende (RJ)","7731527"
"3304300","Rio Bonito (RJ)","1600478"
"3304409","Rio Claro (RJ)","346903"
"3304508","Rio das Flores (RJ)","243737"
"3304524","Rio das Ostras (RJ)","5597722"
"3304557","Rio de Janeiro (RJ)","337594462"
"3304607","Santa Maria Madalena (RJ)","173420"
"3304706","Santo Antônio de Pádua (RJ)","1049371"
"3304755","São Francisco de Itabapoana (RJ)","939627"
"3304805","São Fidélis (RJ)","669706"
"3304904","São Gonçalo (RJ)","17225904"
"3305000","São João da Barra (RJ)","4688058"
"3305109","São João de Meriti (RJ)","9194527"
"3305133","São José de Ubá (RJ)","159754"
"3305158","São José do Vale do Rio Preto (RJ)","437705"
"3305208","São Pedro da Aldeia (RJ)","2158707"
"3305307","São Sebastião do Alto (RJ)","181112"
"3305406","Sapucaia (RJ)","706646"
"3305505","Saquarema (RJ)","2092721"
"3305554","Seropédica (RJ)","4210874"
"3305604","Silva Jardim (RJ)","448698"
"3305703","Sumidouro (RJ)","359515"
"3305752","Tanguá (RJ)","515245"
"3305802","Teresópolis (RJ)","5085014"
"3305901","Trajano de Moraes (RJ)","180005"
"3306008","Três Rios (RJ)","3714351"
"3306107","Valença (RJ)","2198875"
"3306156","Varre-Sai (RJ)","183017"
"3306206","Vassouras (RJ)","918199"
"3306305","Volta Redonda (RJ)","11304596"
"3500105","Adamantina (SP)","1054541"
"3500204","Adolfo (SP)","99735"
"3500303","Aguaí (SP)","942709"
"3500402","Águas da Prata (SP)","153773"
"3500501","Águas de Lindóia (SP)","472984"
"3500550","Águas de Santa Bárbara (SP)","148264"
"3500600","Águas de São Pedro (SP)","125146"
"3500709","Agudos (SP)","2063022"
"3500758","Alambari (SP)","100567"
"3500808","Alfredo Marcondes (SP)","83000"
"3500907","Altair (SP)","210081"
"3501004","Altinópolis (SP)","526939"
"3501103","Alto Alegre (SP)","110458"
"3501152","Alumínio (SP)","1853577"
"3501202","Álvares Florence (SP)","105911"
"3501301","Álvares Machado (SP)","509446"
"3501400","Álvaro de Carvalho (SP)","49483"
"3501509","Alvinlândia (SP)","63814"
"3501608","Americana (SP)","10382873"
"3501707","Américo Brasiliense (SP)","948260"
"3501806","Américo de Campos (SP)","104697"
"3501905","Amparo (SP)","4358991"
"3502002","Analândia (SP)","159305"
"3502101","Andradina (SP)","1971995"
"3502200","Angatuba (SP)","963361"
"3502309","Anhembi (SP)","154450"
"3502408","Anhumas (SP)","83443"
"3502507","Aparecida (SP)","1048666"
"3502606","Aparecida d'Oeste (SP)","125464"
"3502705","Apiaí (SP)","651733"
"3502754","Araçariguama (SP)","2844224"
"3502804","Araçatuba (SP)","6970533"
"3502903","Araçoiaba da Serra (SP)","668034"
"3503000","Aramina (SP)","128365"
"3503109","Arandu (SP)","119198"
"3503158","Arapeí (SP)","29090"
"3503208","Araraquara (SP)","9009108"
"3503307","Araras (SP)","5284021"
"3503356","Arco-Íris (SP)","47754"
"3503406","Arealva (SP)","213435"
"3503505","Areias (SP)","43012"
"3503604","Areiópolis (SP)","134784"
"3503703","Ariranha (SP)","720738"
"3503802","Artur Nogueira (SP)","1081069"
"3503901","Arujá (SP)","5311877"
"3503950","Aspásia (SP)","33181"
"3504008","Assis (SP)","3303948"
"3504107","Atibaia (SP)","6162799"
"3504206","Auriflama (SP)","294071"
"3504305","Avaí (SP)","263902"
"3504404","Avanhandava (SP)","428072"
"3504503","Avaré (SP)","2621040"
"3504602","Bady Bassitt (SP)","318703"
"3504701","Balbinos (SP)","54394"
"3504800","Bálsamo (SP)","203308"
"3504909","Bananal (SP)","202204"
"3505005","Barão de Antonina (SP)","79652"
"3505104","Barbosa (SP)","89433"
"3505203","Bariri (SP)","1146339"
"3505302","Barra Bonita (SP)","1387795"
"3505351","Barra do Chapéu (SP)","81558"
"3505401","Barra do Turvo (SP)","78283"
"3505500","Barretos (SP)","4443581"
"3505609","Barrinha (SP)","468976"
"3505708","Barueri (SP)","47553589"
